Orthogroup	pbar_genome.OGS.1.2.maker.proteins	acep_genome.OGS.1.2.maker.proteins
OG0000110	PBAR_PB20727-RA, PBAR_PB11180-RA, PBAR_PB21745-RA, PBAR_PB21744-RA, PBAR_PB12806-RA, PBAR_PB11653-RA, PBAR_PB21618-RA, PBAR_PB12239-RA, PBAR_PB11259-RA, PBAR_PB21715-RA, PBAR_PB12239-RB, PBAR_PB12802-RA, PBAR_PB20726-RA	ACEP_ACEP_00012361-RA
OG0000115	PBAR_PB17671-RA	ACEP_ACEP_00006290-RA
OG0000115	PBAR_PB22442-RA	ACEP_ACEP_00000360-RA
OG0000115	PBAR_PB23136-RA	ACEP_ACEP_00014928-RA
OG0000115	PBAR_PB26244-RA	ACEP_ACEP_00004271-RA, ACEP_ACEP_00006840-RA
OG0000116	PBAR_PB10288-RA	ACEP_ACEP_00006237-RA
OG0000116	PBAR_PB26352-RA	ACEP_ACEP_00009750-RA
OG0000116	PBAR_PB26351-RA	ACEP_ACEP_00009752-RA, ACEP_ACEP_00009754-RA, ACEP_ACEP_00006236-RA
OG0000117	PBAR_PB13515-RA	ACEP_ACEP_00010079-RA, ACEP_ACEP_00016929-RA, ACEP_ACEP_00008065-RA
OG0000117	PBAR_PB16593-RA	ACEP_ACEP_00014242-RA, ACEP_ACEP_00011666-RA, ACEP_ACEP_00009717-RA, ACEP_ACEP_00014566-RA
OG0000119	PBAR_PB19177-RA, PBAR_PB17310-RA, PBAR_PB13144-RA, PBAR_PB13143-RA, PBAR_PB16488-RA, PBAR_PB17309-RA, PBAR_PB19175-RA, PBAR_PB19176-RA, PBAR_PB16487-RA, PBAR_PB13822-RA, PBAR_PB10708-RA	ACEP_ACEP_00011516-RA
OG0000121	PBAR_PB23716-RA	ACEP_ACEP_00016446-RA, ACEP_ACEP_00009444-RA
OG0000121	PBAR_PB23717-RA	ACEP_ACEP_00008927-RA, ACEP_ACEP_00009443-RA
OG0000121	PBAR_PB24909-RA	ACEP_ACEP_00009221-RA
OG0000122	PBAR_PB19017-RA	ACEP_ACEP_00001174-RA
OG0000122	PBAR_PB19002-RA	ACEP_ACEP_00001172-RA
OG0000122	PBAR_PB19010-RA	ACEP_ACEP_00001175-RA
OG0000122	PBAR_PB19009-RA	ACEP_ACEP_00001176-RA
OG0000123	PBAR_PB12918-RA	ACEP_ACEP_00000255-RA, ACEP_ACEP_00000254-RA, ACEP_ACEP_00017709-RA, ACEP_ACEP_00016998-RA, ACEP_ACEP_00000252-RA, ACEP_ACEP_00017005-RA, ACEP_ACEP_00000250-RA, ACEP_ACEP_00000251-RA, ACEP_ACEP_00000253-RA, ACEP_ACEP_00003655-RA, ACEP_ACEP_00002079-RA
OG0000125	PBAR_PB12949-RA	ACEP_ACEP_00000811-RA
OG0000125	PBAR_PB25690-RA	ACEP_ACEP_00008032-RA
OG0000125	PBAR_PB21377-RA	ACEP_ACEP_00013613-RA
OG0000125	PBAR_PB16887-RA	ACEP_ACEP_00011298-RA
OG0000126	PBAR_pbar_hop-1	ACEP_ACEP_00005867-RA, ACEP_ACEP_03384377-RA, ACEP_ACEP_00005860-RA, ACEP_ACEP_00005858-RA, ACEP_ACEP_03381456-RA, ACEP_ACEP_00005869-RA, ACEP_ACEP_00005861-RA, ACEP_ACEP_00016866-RA, ACEP_ACEP_00005862-RA, ACEP_ACEP_00005870-RA, ACEP_ACEP_00016865-RA
OG0000127	PBAR_Pbar_major_royal_jelly_protein-like_4-RC	ACEP_ACEP_04568891-RA
OG0000127	PBAR_Pbar_major_royal_jelly_protein-like_1-RA	ACEP_ACEP_00005592-RA
OG0000127	PBAR_Pbar_major_royal_jelly_protein-like_3-1	ACEP_ACEP_00003010-RA, ACEP_ACEP_00003011-RA
OG0000127	PBAR_Pbar_major_royal_jelly_protein-like_2-1	ACEP_ACEP_04568876-RA, ACEP_ACEP_00011165-RA, ACEP_ACEP_04568912-RA
OG0000128	PBAR_PB20239-RA, PBAR_PB20422-RA	ACEP_ACEP_00013519-RA
OG0000129	PBAR_PB16847-RA	ACEP_ACEP_00004750-RA, ACEP_ACEP_00004749-RA
OG0000129	PBAR_PB25939-RA	ACEP_ACEP_00007237-RA
OG0000130	PBAR_PB18648-RA	ACEP_ACEP_00009775-RA
OG0000133	PBAR_PB13178-RA, PBAR_PB13178-RB	ACEP_ACEP_00013793-RA
OG0000133	PBAR_PB24514-RA	ACEP_ACEP_00012836-RA
OG0000133	PBAR_PB26052-RA	ACEP_ACEP_00007084-RA
OG0000134	PBAR_PB20574-RA	ACEP_ACEP_00006182-RA
OG0000134	PBAR_PB12495-RA	ACEP_ACEP_00007562-RA
OG0000135	PBAR_PB26425-RA, PBAR_PB13702-RA, PBAR_PB26262-RA, PBAR_PB26760-RA	ACEP_ACEP_00017128-RA
OG0000135	PBAR_PB26759-RA	ACEP_ACEP_00017129-RA, ACEP_ACEP_00002260-RA, ACEP_ACEP_00017130-RA
OG0000138	PBAR_PB20757-RA	ACEP_ACEP_00004812-RA
OG0000138	PBAR_PB14710-RA, PBAR_PB10885-RA	ACEP_ACEP_00001019-RA
OG0000138	PBAR_PB15345-RA	ACEP_ACEP_00010415-RA
OG0000139	PBAR_PB23756-RA	ACEP_ACEP_00012322-RA
OG0000139	PBAR_PB23757-RA	ACEP_ACEP_00012326-RA
OG0000139	PBAR_PB23755-RA	ACEP_ACEP_00012321-RA
OG0000139	PBAR_PB23594-RA	ACEP_ACEP_00014212-RA
OG0000140	PBAR_PB22807-RA	ACEP_ACEP_00009375-RA, ACEP_ACEP_00016817-RA, ACEP_ACEP_00008268-RA, ACEP_ACEP_00014752-RA, ACEP_ACEP_00016610-RA, ACEP_ACEP_00014905-RA, ACEP_ACEP_00014900-RA, ACEP_ACEP_00016671-RA, ACEP_ACEP_00004781-RA, ACEP_ACEP_00016313-RA, ACEP_ACEP_00016598-RA
OG0000142	PBAR_PB20257-RA	ACEP_ACEP_00010865-RA
OG0000142	PBAR_PB23181-RA	ACEP_ACEP_00003606-RA
OG0000142	PBAR_PB11229-RA	ACEP_ACEP_00011689-RA
OG0000142	PBAR_PB23180-RA	ACEP_ACEP_00003607-RA
OG0000144	PBAR_Pbar_OctB3R-RA	ACEP_ACEP_00002840-RA
OG0000144	PBAR_Pbar_OctB1R-RA	ACEP_ACEP_00002839-RA
OG0000144	PBAR_Pbar_OctB2R-1	ACEP_ACEP_00009385-RA
OG0000144	PBAR_P_barOctB3R1-RA	ACEP_ACEP_00002842-RA
OG0000145	PBAR_PB23155-RA	ACEP_ACEP_00003624-RA
OG0000145	PBAR_PB17479-RA	ACEP_ACEP_00007890-RA
OG0000145	PBAR_Pbar_amon-RA	ACEP_ACEP_00009935-RA
OG0000145	PBAR_PB13220-RA	ACEP_ACEP_00006574-RA
OG0000146	PBAR_PB13486-RA	ACEP_ACEP_00004692-RA
OG0000146	PBAR_Pbar_Rac1-1	ACEP_ACEP_00014503-RA
OG0000146	PBAR_Pbar_CDC42-1	ACEP_ACEP_00009826-RA
OG0000146	PBAR_PB11057-RA	ACEP_ACEP_00015158-RA
OG0000147	PBAR_PB10603-RA, PBAR_PB15502-RA	ACEP_ACEP_00012222-RA
OG0000148	PBAR_PB10758-RA, PBAR_PB18663-RA, PBAR_PB10591-RA, PBAR_PB11959-RA, PBAR_PB10102-RA, PBAR_PB16596-RA	ACEP_ACEP_00005906-RA
OG0000149	PBAR_PB27128-RA	ACEP_ACEP_00011258-RA
OG0000149	PBAR_PB13464-RA	ACEP_ACEP_00010112-RA
OG0000149	PBAR_PB14033-RA	ACEP_ACEP_00003093-RA
OG0000149	PBAR_PB11784-RA	ACEP_ACEP_00002974-RA
OG0000150	PBAR_PB11553-RA, PBAR_PB11548-RA, PBAR_PB11545-RA, PBAR_PB11549-RA, PBAR_PB11546-RA, PBAR_PB11551-RA, PBAR_PB11554-RA	ACEP_ACEP_00003038-RA
OG0000151	PBAR_PB19110-RA	ACEP_ACEP_00017557-RA
OG0000152	PBAR_PB17580-RA, PBAR_PB13844-RA, PBAR_PB10492-RA, PBAR_PB22360-RA, PBAR_PB10525-RA, PBAR_PB11083-RA, PBAR_PB24590-RA, PBAR_PB10442-RA, PBAR_PB10497-RA, PBAR_PB24340-RA, PBAR_PB20457-RA	ACEP_ACEP_00009653-RA
OG0000153	PBAR_PB25530-RA	ACEP_ACEP_00001810-RA
OG0000153	PBAR_PB25544-RA	ACEP_ACEP_00001799-RA
OG0000153	PBAR_PB27152-RA, PBAR_PB25545-RA	ACEP_ACEP_00001800-RA
OG0000155	PBAR_PB13138-RA	ACEP_ACEP_00004962-RA
OG0000155	PBAR_PB11330-RA	ACEP_ACEP_00004961-RA
OG0000156	PBAR_PB26745-RA	ACEP_ACEP_00004751-RA
OG0000164	PBAR_Pbar_CG9747_c-RA	ACEP_ACEP_00002391-RA, ACEP_ACEP_00002390-RA, ACEP_ACEP_00016426-RA, ACEP_ACEP_00002399-RA, ACEP_ACEP_00002394-RA, ACEP_ACEP_00006138-RA, ACEP_ACEP_00002388-RA, ACEP_ACEP_00002385-RA, ACEP_ACEP_00002383-RA, ACEP_ACEP_00002395-RA
OG0000167	PBAR_PB10167-RA	ACEP_ACEP_00009762-RA, ACEP_ACEP_00005797-RA, ACEP_ACEP_00010434-RA, ACEP_ACEP_00016074-RA, ACEP_ACEP_00010131-RA, ACEP_ACEP_00014273-RA, ACEP_ACEP_00009652-RA, ACEP_ACEP_00004971-RA, ACEP_ACEP_00000971-RA
OG0000168	PBAR_PB16106-RA	ACEP_ACEP_00003900-RA
OG0000168	PBAR_PB25555-RA	ACEP_ACEP_00001777-RA
OG0000168	PBAR_PB17640-RA	ACEP_ACEP_00010707-RA
OG0000168	PBAR_PB15883-RA	ACEP_ACEP_00009029-RA
OG0000169	PBAR_PB17008-RA	ACEP_ACEP_00001697-RA
OG0000169	PBAR_PB26145-RA	ACEP_ACEP_00015844-RA
OG0000169	PBAR_pbar_LAT2-RA	ACEP_ACEP_00010305-RA
OG0000170	PBAR_PB14128-RA	ACEP_ACEP_00012678-RA, ACEP_ACEP_00012679-RA
OG0000170	PBAR_PB26452-RA	ACEP_ACEP_00012681-RA
OG0000170	PBAR_PB14127-RA, PBAR_PB14129-RA	ACEP_ACEP_00012680-RA
OG0000171	PBAR_PB15410-RA	ACEP_ACEP_00001482-RA
OG0000172	PBAR_pbar_Fpps-RB, PBAR_pbar_Fpps-RA, PBAR_PB11409-RA, PBAR_PB21691-RA, PBAR_PB23816-RA, PBAR_PB23818-RA, PBAR_PB23825-RA, PBAR_PB27030-RA, PBAR_PB27031-RA	ACEP_ACEP_00001153-RA
OG0000173	PBAR_PB14016-RA	ACEP_ACEP_00011804-RA, ACEP_ACEP_00011807-RA, ACEP_ACEP_00011808-RA, ACEP_ACEP_00011798-RA, ACEP_ACEP_00011754-RA, ACEP_ACEP_00012179-RA, ACEP_ACEP_00011806-RA, ACEP_ACEP_00012178-RA, ACEP_ACEP_00011753-RA
OG0000174	PBAR_PB17711-RB, PBAR_PB17711-RA	ACEP_ACEP_00011720-RA
OG0000174	PBAR_PB10502-RA	ACEP_ACEP_00011724-RA, ACEP_ACEP_00011722-RA
OG0000175	PBAR_PB11916-RA	ACEP_ACEP_00016183-RA, ACEP_ACEP_00016179-RA, ACEP_ACEP_00018187-RA, ACEP_ACEP_00018186-RA, ACEP_ACEP_00018185-RA, ACEP_ACEP_00016182-RA, ACEP_ACEP_00016181-RA, ACEP_ACEP_00016302-RA, ACEP_ACEP_00016176-RA, ACEP_ACEP_00016178-RA
OG0000176	PBAR_PB13317-RA	ACEP_ACEP_00013236-RA
OG0000176	PBAR_PB13321-RA	ACEP_ACEP_00013235-RA
OG0000176	PBAR_PB13320-RA	ACEP_ACEP_00017942-RA
OG0000177	PBAR_PB14524-RA	ACEP_ACEP_00003520-RA
OG0000177	PBAR_PB25513-RA	ACEP_ACEP_00001819-RA
OG0000177	PBAR_PB14181-RA	ACEP_ACEP_00005402-RA
OG0000177	PBAR_PB10207-RA	ACEP_ACEP_00014614-RA
OG0000178	PBAR_PB11614-RA	ACEP_ACEP_03381464-RA, ACEP_ACEP_00005857-RA, ACEP_ACEP_00016434-RA, ACEP_ACEP_00005859-RA, ACEP_ACEP_00005863-RA, ACEP_ACEP_00005866-RA, ACEP_ACEP_00005868-RA, ACEP_ACEP_00017578-RA, ACEP_ACEP_00017577-RA
OG0000179	PBAR_PB15200-RA	ACEP_ACEP_00009274-RA, ACEP_ACEP_00015625-RA
OG0000179	PBAR_PB24695-RA	ACEP_ACEP_00005835-RA
OG0000180	PBAR_PB19259-RA	ACEP_ACEP_00003117-RA
OG0000180	PBAR_PB18833-RA, PBAR_PB18837-RA, PBAR_PB18834-RA, PBAR_PB12920-RA, PBAR_PB12919-RA, PBAR_PB26733-RA	ACEP_ACEP_00012655-RA
OG0000181	PBAR_PB16136-RA	ACEP_ACEP_00003930-RA
OG0000181	PBAR_PB22648-RA	ACEP_ACEP_00008338-RA
OG0000181	PBAR_PB16188-RA	ACEP_ACEP_00015973-RA
OG0000182	PBAR_PB13842-RA	ACEP_ACEP_00000730-RA
OG0000183	PBAR_PB25406-RA	ACEP_ACEP_00016972-RA
OG0000183	PBAR_PB25408-RA	ACEP_ACEP_00016969-RA, ACEP_ACEP_00016973-RA, ACEP_ACEP_00016970-RA, ACEP_ACEP_00016971-RA, ACEP_ACEP_00016968-RA, ACEP_ACEP_00016962-RA, ACEP_ACEP_00016964-RA, ACEP_ACEP_00016965-RA
OG0000184	PBAR_PB27161-RA, PBAR_PB27162-RA	ACEP_ACEP_00013473-RA, ACEP_ACEP_00013473-RB
OG0000184	PBAR_PB27160-RA, PBAR_PB27158-RA	ACEP_ACEP_00018062-RA
OG0000184	PBAR_PB25726-RA	ACEP_ACEP_00013474-RA, ACEP_ACEP_00013474-RB
OG0000185	PBAR_PB25495-RA	ACEP_ACEP_00001854-RA
OG0000185	PBAR_PB25494-RA, PBAR_PB14734-RA, PBAR_PB11919-RA	ACEP_ACEP_00017065-RA
OG0000186	PBAR_PB16992-RA	ACEP_ACEP_00004796-RA
OG0000186	PBAR_PB25580-RA	ACEP_ACEP_00001741-RA
OG0000187	PBAR_PB13196-RA	ACEP_ACEP_00006609-RA
OG0000187	PBAR_PB12115-RA	ACEP_ACEP_00006822-RA
OG0000192	PBAR_PB26117-RA	ACEP_ACEP_00008259-RA
OG0000192	PBAR_PB17950-RA	ACEP_ACEP_00003943-RA
OG0000193	PBAR_PB26054-RA	ACEP_ACEP_00007086-RA
OG0000193	PBAR_PB18937-RA	ACEP_ACEP_00013869-RA
OG0000193	PBAR_PB26069-RA	ACEP_ACEP_00008218-RA
OG0000194	PBAR_PB16419-RA	ACEP_ACEP_00014064-RA
OG0000194	PBAR_PB11375-RA	ACEP_ACEP_00005471-RA
OG0000194	PBAR_PB14057-RA	ACEP_ACEP_00006631-RA
OG0000195	PBAR_PB18195-RA	ACEP_ACEP_00012372-RA, ACEP_ACEP_00011655-RA, ACEP_ACEP_00013287-RA, ACEP_ACEP_00011619-RA, ACEP_ACEP_00008859-RA, ACEP_ACEP_00012226-RA, ACEP_ACEP_00000838-RA, ACEP_ACEP_00009645-RA, ACEP_ACEP_00004295-RA
OG0000197	PBAR_PB13189-RA	ACEP_ACEP_00013796-RA
OG0000197	PBAR_PB13190-RA	ACEP_ACEP_00013795-RA
OG0000197	PBAR_PB13184-RA	ACEP_ACEP_00012595-RA
OG0000198	PBAR_PB10915-RA, PBAR_PB11481-RA	ACEP_ACEP_00000945-RA
OG0000199	PBAR_PB23855-RA	ACEP_ACEP_00004639-RA, ACEP_ACEP_00012351-RB, ACEP_ACEP_00003082-RA, ACEP_ACEP_00016000-RA, ACEP_ACEP_00000875-RA, ACEP_ACEP_00003081-RA, ACEP_ACEP_00004827-RA, ACEP_ACEP_00003083-RA
OG0000200	PBAR_pbar_Septin4-like-1	ACEP_ACEP_00010860-RA
OG0000200	PBAR_PB21522-RA	ACEP_ACEP_00015528-RA
OG0000200	PBAR_PB13380-RA	ACEP_ACEP_00009991-RA
OG0000201	PBAR_PB21470-RA	ACEP_ACEP_00003637-RA
OG0000201	PBAR_PB21758-RA	ACEP_ACEP_00009589-RA
OG0000201	PBAR_PB25871-RA	ACEP_ACEP_00016314-RA
OG0000202	PBAR_PB21115-RA	ACEP_ACEP_00011180-RA
OG0000202	PBAR_PB21118-RA, PBAR_PB23785-RA	ACEP_ACEP_00012298-RA
OG0000202	PBAR_PB21117-RA	ACEP_ACEP_00009446-RA
OG0000203	PBAR_PB15734-RA	ACEP_ACEP_00015698-RB
OG0000203	PBAR_PB15736-RA	ACEP_ACEP_00015699-RA
OG0000204	PBAR_PB18227-RA	ACEP_ACEP_00004284-RA
OG0000204	PBAR_PB16580-RA	ACEP_ACEP_00003618-RA, ACEP_ACEP_00004999-RA
OG0000204	PBAR_PB20965-RA	ACEP_ACEP_00005587-RA, ACEP_ACEP_00005583-RA
OG0000205	PBAR_PB26688-RA, PBAR_PB26689-RA, PBAR_PB26691-RA, PBAR_PB26690-RA, PBAR_PB18167-RA	ACEP_ACEP_00004257-RA
OG0000205	PBAR_PB21432-RA	ACEP_ACEP_00004256-RA
OG0000206	PBAR_PB10580-RA	ACEP_ACEP_00013576-RA
OG0000206	PBAR_PB17163-RA	ACEP_ACEP_00001621-RA
OG0000207	PBAR_PB11912-RA	ACEP_ACEP_00016916-RA
OG0000207	PBAR_PB24840-RA	ACEP_ACEP_00009832-RA
OG0000207	PBAR_PB24847-RA	ACEP_ACEP_00009828-RA
OG0000209	PBAR_PB20131-RA	ACEP_ACEP_00007831-RA
OG0000209	PBAR_PB11825-RA	ACEP_ACEP_00007799-RA
OG0000209	PBAR_PB10159-RA	ACEP_ACEP_00007805-RA
OG0000210	PBAR_PB26124-RA, PBAR_PB26123-RA, PBAR_PB26125-RA	ACEP_ACEP_00013375-RA, ACEP_ACEP_00014605-RA
OG0000212	PBAR_Pbar-eve-like-1	ACEP_ACEP_04572893-RA
OG0000212	PBAR_PB18631-RA	ACEP_ACEP_00005228-RA
OG0000212	PBAR_Pbar-Hox3-A-like-RA	ACEP_ACEP_00006434-RA
OG0000213	PBAR_PB12471-RA	ACEP_ACEP_00007591-RA
OG0000213	PBAR_PB12470-RA	ACEP_ACEP_00007593-RA
OG0000213	PBAR_PB13591-RA, PBAR_PB25087-RA	ACEP_ACEP_00000248-RA
OG0000214	PBAR_PB11530-RA	ACEP_ACEP_00003054-RA
OG0000214	PBAR_PB11273-RA, PBAR_PB11270-RA	ACEP_ACEP_00013315-RA
OG0000215	PBAR_PB26323-RA, PBAR_PB26324-RA	ACEP_ACEP_00017151-RA
OG0000215	PBAR_PB26322-RA, PBAR_PB26320-RA, PBAR_PB26321-RA, PBAR_PB11558-RA, PBAR_PB11562-RA	ACEP_ACEP_00017163-RA
OG0000216	PBAR_PB23161-RA, PBAR_PB24129-RA	ACEP_ACEP_00002738-RA
OG0000216	PBAR_PB20966-RA, PBAR_PB18225-RA, PBAR_PB20970-RA	ACEP_ACEP_00005584-RA
OG0000217	PBAR_PB11058-RA	ACEP_ACEP_00015152-RA
OG0000217	PBAR_PB11054-RA	ACEP_ACEP_00015151-RA
OG0000217	PBAR_PB11063-RA	ACEP_ACEP_00015156-RA
OG0000218	PBAR_PB10728-RA	ACEP_ACEP_00004110-RA, ACEP_ACEP_00004109-RA, ACEP_ACEP_00004108-RA, ACEP_ACEP_00017205-RA, ACEP_ACEP_00004107-RA, ACEP_ACEP_00017204-RA, ACEP_ACEP_00017206-RA, ACEP_ACEP_00006571-RA
OG0000219	PBAR_PB22744-RA	ACEP_ACEP_00008435-RA
OG0000219	PBAR_PB10604-RA	ACEP_ACEP_00003859-RA
OG0000219	PBAR_PB14964-RA	ACEP_ACEP_00008441-RA
OG0000220	PBAR_PB20448-RA	ACEP_ACEP_00005148-RA, ACEP_ACEP_00005153-RA, ACEP_ACEP_00005152-RA, ACEP_ACEP_00005150-RA, ACEP_ACEP_00005151-RA, ACEP_ACEP_00005149-RA, ACEP_ACEP_00005154-RA, ACEP_ACEP_00005155-RA
OG0000221	PBAR_PB14198-RA, PBAR_PB24464-RA, PBAR_PB20860-RA, PBAR_PB16140-RA, PBAR_PB10498-RA, PBAR_PB10925-RA, PBAR_PB10919-RA, PBAR_PB10391-RA, PBAR_PB11123-RA	ACEP_ACEP_00001935-RA
OG0000222	PBAR_PB10723-RA	ACEP_ACEP_00005405-RA
OG0000223	PBAR_PB18716-RA	ACEP_ACEP_00004893-RA
OG0000231	PBAR_PB14384-RA	ACEP_ACEP_00016605-RA, ACEP_ACEP_00011167-RA, ACEP_ACEP_00017864-RA, ACEP_ACEP_00011169-RA, ACEP_ACEP_00011168-RA, ACEP_ACEP_00013797-RA, ACEP_ACEP_00015704-RA, ACEP_ACEP_00017865-RA
OG0000232	PBAR_PB24465-RA	ACEP_ACEP_00007338-RA
OG0000232	PBAR_PB14870-RA	ACEP_ACEP_00007053-RA
OG0000232	PBAR_PB24472-RA	ACEP_ACEP_00012873-RA
OG0000233	PBAR_PB22928-RA	ACEP_ACEP_00006260-RA
OG0000233	PBAR_PB18796-RA	ACEP_ACEP_00002155-RA
OG0000233	PBAR_PB12146-RA	ACEP_ACEP_00001677-RA
OG0000234	PBAR_PB21874-RA	ACEP_ACEP_00003464-RA
OG0000234	PBAR_PB13760-RA, PBAR_PB10578-RA	ACEP_ACEP_00006139-RA
OG0000234	PBAR_PB20617-RA	ACEP_ACEP_00016774-RA
OG0000235	PBAR_PB17475-RA	ACEP_ACEP_00007894-RA
OG0000235	PBAR_PB12697-RA	ACEP_ACEP_00017846-RA, ACEP_ACEP_00011498-RA, ACEP_ACEP_00017847-RA
OG0000236	PBAR_PB18057-RA	ACEP_ACEP_00002556-RA
OG0000236	PBAR_PB23661-RA	ACEP_ACEP_00008978-RA
OG0000237	PBAR_PB19347-RA	ACEP_ACEP_00002376-RA
OG0000237	PBAR_PB19346-RA	ACEP_ACEP_00017116-RA, ACEP_ACEP_00017117-RA, ACEP_ACEP_00017118-RA, ACEP_ACEP_00002378-RA, ACEP_ACEP_00002377-RA
OG0000238	PBAR_PB12538-RA	ACEP_ACEP_00007721-RA, ACEP_ACEP_00010543-RA, ACEP_ACEP_00010542-RA, ACEP_ACEP_00010540-RA, ACEP_ACEP_00010492-RA, ACEP_ACEP_00010541-RA, ACEP_ACEP_00010511-RA
OG0000239	PBAR_PB15118-RA	ACEP_ACEP_00008146-RA
OG0000240	PBAR_PB16483-RA	ACEP_ACEP_00000654-RA
OG0000241	PBAR_PB18812-RA	ACEP_ACEP_00015581-RA
OG0000241	PBAR_PB17228-RA	ACEP_ACEP_00004953-RA
OG0000241	PBAR_PB12594-RA	ACEP_ACEP_00013399-RA
OG0000242	PBAR_Pbar_Vasa-like-RB, PBAR_Pbar_Vasa-like-1	ACEP_ACEP_00000473-RA, ACEP_ACEP_00000473-RB
OG0000242	PBAR_Pbar_Belle-like-1	ACEP_ACEP_00015939-RA
OG0000243	PBAR_PB13898-RA	ACEP_ACEP_00010627-RA, ACEP_ACEP_00011213-RA, ACEP_ACEP_00005617-RA, ACEP_ACEP_00012092-RA, ACEP_ACEP_00015934-RA, ACEP_ACEP_00008445-RA, ACEP_ACEP_00011110-RA
OG0000244	PBAR_PB12777-RA	ACEP_ACEP_00013184-RA
OG0000244	PBAR_PB12771-RA	ACEP_ACEP_00013183-RA
OG0000244	PBAR_PB22591-RA	ACEP_ACEP_00015191-RA
OG0000245	PBAR_PB22993-RA, PBAR_PB23608-RA, PBAR_PB16200-RA	ACEP_ACEP_00008956-RA, ACEP_ACEP_00009038-RA, ACEP_ACEP_00008957-RA
OG0000245	PBAR_PB16779-RA	ACEP_ACEP_00009162-RA
OG0000246	PBAR_PB10271-RA	ACEP_ACEP_00018140-RA
OG0000246	PBAR_PB23588-RA, PBAR_PB23579-RA	ACEP_ACEP_00014201-RA, ACEP_ACEP_00014200-RA
OG0000247	PBAR_PB11361-RA	ACEP_ACEP_00012354-RA
OG0000248	PBAR_PB14409-RA	ACEP_ACEP_00013807-RA
OG0000248	PBAR_PB21114-RA	ACEP_ACEP_00012022-RA, ACEP_ACEP_00012020-RA
OG0000249	PBAR_PB23920-RA	ACEP_ACEP_00009189-RA
OG0000249	PBAR_PB23915-RA	ACEP_ACEP_00000913-RA
OG0000251	PBAR_PB23559-RA	ACEP_ACEP_00000859-RA, ACEP_ACEP_00015628-RA
OG0000252	PBAR_PB14829-RA	ACEP_ACEP_00016155-RA
OG0000252	PBAR_PB23692-RA	ACEP_ACEP_00009423-RA
OG0000252	PBAR_PB11862-RA	ACEP_ACEP_00007756-RA
OG0000253	PBAR_PB16783-RA	ACEP_ACEP_00008662-RA
OG0000253	PBAR_PB10793-RA	ACEP_ACEP_00011886-RA
OG0000253	PBAR_PB24684-RA	ACEP_ACEP_00000703-RA
OG0000254	PBAR_PB23159-RA	ACEP_ACEP_00003625-RA
OG0000254	PBAR_PB23158-RA	ACEP_ACEP_00003628-RA
OG0000254	PBAR_PB14153-RA	ACEP_ACEP_00004015-RA
OG0000255	PBAR_PB18161-RA	ACEP_ACEP_00011615-RA
OG0000255	PBAR_PB18150-RA	ACEP_ACEP_00011566-RA
OG0000255	PBAR_PB18151-RA	ACEP_ACEP_00016676-RA
OG0000256	PBAR_PB26335-RA	ACEP_ACEP_00017384-RA
OG0000256	PBAR_PB26334-RA	ACEP_ACEP_00017385-RA
OG0000257	PBAR_PB11868-RA	ACEP_ACEP_00007741-RA, ACEP_ACEP_00007742-RA
OG0000257	PBAR_PB26338-RA	ACEP_ACEP_00007743-RA
OG0000258	PBAR_PB13289-RA, PBAR_PB14337-RA, PBAR_PB24338-RA, PBAR_PB14340-RA, PBAR_PB13285-RA, PBAR_PB18212-RA, PBAR_PB15138-RA	ACEP_ACEP_00016005-RA
OG0000259	PBAR_PB24188-RA	ACEP_ACEP_00005741-RA, ACEP_ACEP_00012899-RA, ACEP_ACEP_00005694-RA, ACEP_ACEP_00012982-RA, ACEP_ACEP_00005740-RA, ACEP_ACEP_00012898-RA, ACEP_ACEP_00012878-RA
OG0000260	PBAR_PB15782-RA	ACEP_ACEP_00005686-RA
OG0000260	PBAR_PB13641-RA	ACEP_ACEP_00006998-RA
OG0000260	PBAR_PB25749-RA	ACEP_ACEP_00004044-RA
OG0000261	PBAR_Pbar_Arf2-1	ACEP_ACEP_00007626-RA
OG0000261	PBAR_PB21923-RA	ACEP_ACEP_00014276-RA
OG0000261	PBAR_PB16175-RA	ACEP_ACEP_00015979-RA
OG0000262	PBAR_pbar_aub-1	ACEP_ACEP_00002105-RA
OG0000262	PBAR_pbar_piwi-1	ACEP_ACEP_00007436-RA
OG0000262	PBAR_pbar_AGO3-RA	ACEP_ACEP_00004211-RA
OG0000263	PBAR_PB14422-RA, PBAR_PB10674-RA, PBAR_PB14421-RA, PBAR_PB14418-RA, PBAR_PB14423-RA, PBAR_PB20096-RA, PBAR_PB10469-RA, PBAR_PB10470-RA	ACEP_ACEP_00011134-RA
OG0000264	PBAR_PB22469-RA	ACEP_ACEP_00016758-RA, ACEP_ACEP_00003176-RA
OG0000264	PBAR_PB22470-RA	ACEP_ACEP_00003179-RA
OG0000264	PBAR_PB22468-RA	ACEP_ACEP_00003177-RA
OG0000265	PBAR_PB12867-RA	ACEP_ACEP_00000184-RA
OG0000265	PBAR_PB19231-RA	ACEP_ACEP_00002984-RA
OG0000265	PBAR_PB12869-RA	ACEP_ACEP_00000185-RA
OG0000266	PBAR_PB18224-RA	ACEP_ACEP_00005581-RA, ACEP_ACEP_00004282-RA
OG0000266	PBAR_PB18779-RA	ACEP_ACEP_00004285-RA, ACEP_ACEP_00004996-RA, ACEP_ACEP_00005588-RA, ACEP_ACEP_00002820-RA
