Orthogroup	pbar_genome.OGS.1.2.maker.proteins	acep_genome.OGS.1.2.maker.proteins
OG0009440	PBAR_PB24302-RA	ACEP_ACEP_00015034-RA
OG0009441	PBAR_PB24308-RA	ACEP_ACEP_00015036-RA
OG0009442	PBAR_PB24307-RA	ACEP_ACEP_00015039-RA
OG0009443	PBAR_PB24301-RA	ACEP_ACEP_00015032-RA
OG0009444	PBAR_Pbar_DopR2-RA	ACEP_ACEP_00015037-RA
OG0009445	PBAR_PB24306-RA	ACEP_ACEP_00015038-RA
OG0009446	PBAR_PB24304-RA	ACEP_ACEP_00015040-RA
OG0009447	PBAR_PB24315-RA	ACEP_ACEP_00015029-RA
OG0009448	PBAR_PB24329-RA	ACEP_ACEP_00015027-RA
OG0009449	PBAR_PB12555-RA	ACEP_ACEP_00015026-RA
OG0009450	PBAR_PB24324-RA	ACEP_ACEP_00015028-RA
OG0009451	PBAR_PB24328-RA	ACEP_ACEP_00015030-RA
OG0009452	PBAR_PB24310-RA	ACEP_ACEP_00015033-RA
OG0009453	PBAR_Pbar_delta-RA	ACEP_ACEP_00016523-RA
OG0009454	PBAR_PB12117-RA	ACEP_ACEP_00016503-RA
OG0009455	PBAR_PB18005-RA	ACEP_ACEP_00004975-RA
OG0009456	PBAR_PB11008-RA	ACEP_ACEP_00004965-RA
OG0009457	PBAR_PB17232-RA	ACEP_ACEP_00004964-RA
OG0009458	PBAR_PB18822-RA	ACEP_ACEP_00004947-RA
OG0009459	PBAR_PB18717-RA	ACEP_ACEP_00004950-RA
OG0009460	PBAR_PB18815-RA	ACEP_ACEP_00004951-RA
OG0009461	PBAR_PB18819-RA	ACEP_ACEP_00004944-RA
OG0009462	PBAR_PB25377-RA	ACEP_ACEP_00004940-RA
OG0009463	PBAR_pbar_WBSCR22-1	ACEP_ACEP_00004931-RA
OG0009464	PBAR_PB15904-RA	ACEP_ACEP_00004930-RA
OG0009465	PBAR_pbar_spalt-1	ACEP_ACEP_04572864-RA
OG0009466	PBAR_PB19131-RA	ACEP_ACEP_00004925-RA
OG0009467	PBAR_PB19129-RA	ACEP_ACEP_00004924-RA
OG0009468	PBAR_PB19122-RA	ACEP_ACEP_00004922-RA
OG0009469	PBAR_PB19119-RA	ACEP_ACEP_00004926-RA
OG0009470	PBAR_PB19130-RA	ACEP_ACEP_00004919-RA
OG0009471	PBAR_PB19133-RA	ACEP_ACEP_00004916-RA
OG0009472	PBAR_PB19136-RA	ACEP_ACEP_00004914-RA
OG0009473	PBAR_PB19135-RA	ACEP_ACEP_00004909-RA
OG0009474	PBAR_PB19124-RA	ACEP_ACEP_00004920-RA
OG0009475	PBAR_PB19132-RA	ACEP_ACEP_00004915-RA
OG0009476	PBAR_PB19120-RA	ACEP_ACEP_00004921-RA
OG0009477	PBAR_PB19142-RA	ACEP_ACEP_00004905-RA
OG0009478	PBAR_PB19143-RA	ACEP_ACEP_00004903-RA
OG0009479	PBAR_PB19141-RA	ACEP_ACEP_00004907-RA
OG0009480	PBAR_PB19137-RA	ACEP_ACEP_00004908-RA
OG0009481	PBAR_PB19147-RA	ACEP_ACEP_00004898-RA, ACEP_ACEP_00004899-RA
OG0009482	PBAR_PB18714-RA	ACEP_ACEP_00004892-RA
OG0009483	PBAR_PB18710-RA	ACEP_ACEP_00004896-RA
OG0009484	PBAR_PB18709-RA	ACEP_ACEP_00004890-RA
OG0009485	PBAR_PB12720-RA	ACEP_ACEP_00004880-RA
OG0009486	PBAR_PB12719-RA	ACEP_ACEP_00004881-RA
OG0009487	PBAR_PB15170-RA	ACEP_ACEP_00004875-RA
OG0009488	PBAR_PB23551-RA	ACEP_ACEP_00004873-RA
OG0009489	PBAR_PB23553-RA	ACEP_ACEP_00004866-RA
OG0009490	PBAR_PB23549-RA	ACEP_ACEP_00004867-RA
OG0009491	PBAR_PB23554-RA	ACEP_ACEP_00004870-RA
OG0009492	PBAR_PB14708-RA	ACEP_ACEP_00004864-RA
OG0009493	PBAR_pbar_TepIII-RA	ACEP_ACEP_04566708-RA
OG0009494	PBAR_PB16993-RA	ACEP_ACEP_00004859-RA
OG0009495	PBAR_PB17000-RA	ACEP_ACEP_00004860-RA
OG0009496	PBAR_PB16680-RA	ACEP_ACEP_00004856-RA
OG0009497	PBAR_PB16677-RA	ACEP_ACEP_00004851-RA
OG0009498	PBAR_PB16676-RA	ACEP_ACEP_00004850-RA
OG0009499	PBAR_PB16678-RA	ACEP_ACEP_00004858-RA
OG0009500	PBAR_Pbar_Ndufs3_like-1	ACEP_ACEP_00004852-RA
OG0009501	PBAR_PB25217-RA	ACEP_ACEP_00004862-RA
OG0009502	PBAR_PB14667-RA	ACEP_ACEP_00004849-RA
OG0009503	PBAR_PB14662-RA	ACEP_ACEP_00004842-RA
OG0009504	PBAR_PB14664-RA	ACEP_ACEP_00004843-RA
OG0009505	PBAR_PB14665-RA	ACEP_ACEP_00004841-RA
OG0009506	PBAR_PB14668-RA	ACEP_ACEP_00004844-RA
OG0009507	PBAR_PB14666-RA	ACEP_ACEP_00004840-RA
OG0009508	PBAR_PB14655-RA	ACEP_ACEP_00004831-RA
OG0009509	PBAR_PB14657-RA	ACEP_ACEP_00004830-RA
OG0009510	PBAR_PB14658-RA	ACEP_ACEP_00004832-RA
OG0009511	PBAR_PB14652-RA	ACEP_ACEP_00004834-RA
OG0009512	PBAR_PB14656-RA	ACEP_ACEP_00004835-RA
OG0009513	PBAR_Pbar_Cox5a_like-1	ACEP_ACEP_00004821-RA
OG0009514	PBAR_PB14644-RA	ACEP_ACEP_00004823-RA
OG0009515	PBAR_PB14643-RA	ACEP_ACEP_00004819-RA
OG0009516	PBAR_PB14642-RA	ACEP_ACEP_00004825-RA
OG0009517	PBAR_PB14648-RA	ACEP_ACEP_00004826-RA
OG0009518	PBAR_PB14649-RA	ACEP_ACEP_00004824-RA
OG0009519	PBAR_PB14646-RA	ACEP_ACEP_00004818-RA
OG0009520	PBAR_PB14631-RA	ACEP_ACEP_00004813-RA
OG0009521	PBAR_PB14632-RA	ACEP_ACEP_00004802-RA
OG0009522	PBAR_PB14627-RA	ACEP_ACEP_00004799-RA
OG0009523	PBAR_PB14630-RA	ACEP_ACEP_00004805-RA
OG0009524	PBAR_PB11333-RA	ACEP_ACEP_00004797-RA
OG0009525	PBAR_PB16995-RA	ACEP_ACEP_00004795-RA
OG0009526	PBAR_pbar_GNBP1-1-1	ACEP_ACEP_00004785-RA
OG0009527	PBAR_PB16688-RA	ACEP_ACEP_00004786-RA
OG0009528	PBAR_PB16685-RA	ACEP_ACEP_00004788-RA
OG0009529	PBAR_PB16686-RA	ACEP_ACEP_00004784-RA
OG0009530	PBAR_PB16689-RA	ACEP_ACEP_00004782-RA
OG0009531	PBAR_PB16693-RA	ACEP_ACEP_00004777-RA
OG0009532	PBAR_PB13089-RA	ACEP_ACEP_00004772-RA
OG0009533	PBAR_PB13088-RA	ACEP_ACEP_00004773-RA
OG0009534	PBAR_PB13094-RA	ACEP_ACEP_00004769-RA
OG0009535	PBAR_PB13087-RA	ACEP_ACEP_00004770-RA
OG0009536	PBAR_PB13090-RA	ACEP_ACEP_00017482-RA
OG0009537	PBAR_PB13095-RA	ACEP_ACEP_00004766-RA
OG0009538	PBAR_PB19225-RA	ACEP_ACEP_00004762-RA
OG0009539	PBAR_PB19227-RA	ACEP_ACEP_00004763-RA
OG0009540	PBAR_PB16851-RA	ACEP_ACEP_00004757-RA
OG0009541	PBAR_PB16854-RA	ACEP_ACEP_00004759-RA
OG0009542	PBAR_PB17073-RA	ACEP_ACEP_00004761-RA
OG0009543	PBAR_PB22354-RA	ACEP_ACEP_00004765-RA
OG0009544	PBAR_PB16849-RA	ACEP_ACEP_00004753-RA
OG0009545	PBAR_PB16845-RA	ACEP_ACEP_00004745-RA
OG0009546	PBAR_PB16842-RA	ACEP_ACEP_00004742-RA
OG0009547	PBAR_PB26609-RA	ACEP_ACEP_00017484-RA
OG0009548	PBAR_PB16839-RA	ACEP_ACEP_00004741-RA
OG0009549	PBAR_PB16834-RA	ACEP_ACEP_00004734-RA
OG0009550	PBAR_PB16836-RA	ACEP_ACEP_00004735-RA
OG0009551	PBAR_PB11889-RA	ACEP_ACEP_00004730-RA
OG0009552	PBAR_PB11898-RA	ACEP_ACEP_00004731-RA
OG0009553	PBAR_PB11891-RA	ACEP_ACEP_00004728-RA
OG0009554	PBAR_PB11888-RA	ACEP_ACEP_00004721-RA
OG0009555	PBAR_PB11894-RA	ACEP_ACEP_00004723-RA
OG0009556	PBAR_PB11890-RA	ACEP_ACEP_00004722-RA
OG0009557	PBAR_PB11897-RA	ACEP_ACEP_00004720-RA
OG0009558	PBAR_PB11896-RA	ACEP_ACEP_00004725-RA
OG0009559	PBAR_PB20187-RA	ACEP_ACEP_00004717-RA
OG0009560	PBAR_PB20194-RA	ACEP_ACEP_00004710-RA
OG0009561	PBAR_PB20193-RA	ACEP_ACEP_00004712-RA
OG0009562	PBAR_PB20195-RA	ACEP_ACEP_00004709-RA
OG0009563	PBAR_PB20197-RA	ACEP_ACEP_00004705-RA
OG0009564	PBAR_PB13484-RA	ACEP_ACEP_00004696-RA
OG0009565	PBAR_PB10044-RA	ACEP_ACEP_00004701-RA
OG0009566	PBAR_PB13490-RA	ACEP_ACEP_00004697-RA
OG0009567	PBAR_PB13481-RA	ACEP_ACEP_00004695-RA
OG0009568	PBAR_PB10043-RA	ACEP_ACEP_00004698-RA
OG0009569	PBAR_PB13482-RA	ACEP_ACEP_00004693-RA
OG0009570	PBAR_PB17071-RA	ACEP_ACEP_00004703-RA
OG0009571	PBAR_PB17985-RA	ACEP_ACEP_00004681-RA
OG0009572	PBAR_PB17988-RA	ACEP_ACEP_00004675-RA
OG0009573	PBAR_PB17989-RA	ACEP_ACEP_00004677-RA
OG0009574	PBAR_Pbar_Ndufs1-RA	ACEP_ACEP_00004682-RA
OG0009575	PBAR_PB17979-RA	ACEP_ACEP_00004679-RA
OG0009576	PBAR_PB18006-RA	ACEP_ACEP_00004683-RA
OG0009577	PBAR_PB17998-RA	ACEP_ACEP_00004684-RA
OG0009578	PBAR_PB17986-RA	ACEP_ACEP_00004674-RA
OG0009579	PBAR_pbar_RpL5-1	ACEP_ACEP_00004686-RA
OG0009580	PBAR_PB17992-RA	ACEP_ACEP_00004673-RA
OG0009581	PBAR_PB13461-RA	ACEP_ACEP_00004690-RA
OG0009582	PBAR_PB13479-RA	ACEP_ACEP_00004689-RA
OG0009583	PBAR_PB13487-RA	ACEP_ACEP_00004691-RA
OG0009584	PBAR_PB17984-RA	ACEP_ACEP_00004669-RA
OG0009585	PBAR_PB17971-RA	ACEP_ACEP_00004659-RA
OG0009586	PBAR_PB17975-RA	ACEP_ACEP_00004660-RA
OG0009587	PBAR_PB23060-RA	ACEP_ACEP_00004657-RA
OG0009588	PBAR_PB23065-RA	ACEP_ACEP_00004652-RA
OG0009589	PBAR_PB23064-RA	ACEP_ACEP_00004654-RA
OG0009590	PBAR_PB23063-RA	ACEP_ACEP_00004648-RA
OG0009591	PBAR_PB23066-RA	ACEP_ACEP_00004647-RA
OG0009592	PBAR_PB23070-RA	ACEP_ACEP_00004651-RA
OG0009593	PBAR_PB23075-RA	ACEP_ACEP_00004643-RA
OG0009594	PBAR_PB23074-RA	ACEP_ACEP_00004644-RA
OG0009595	PBAR_Pbar_tartan-capricious-likeB-1	ACEP_ACEP_00004646-RA
OG0009596	PBAR_PB23076-RA	ACEP_ACEP_00004640-RA
OG0009597	PBAR_PB23072-RA	ACEP_ACEP_00004642-RA
OG0009598	PBAR_PB18731-RA	ACEP_ACEP_00013010-RA
OG0009599	PBAR_PB18724-RA	ACEP_ACEP_00013009-RA
OG0009600	PBAR_PB18723-RA	ACEP_ACEP_00013003-RA
OG0009601	PBAR_PB18721-RA	ACEP_ACEP_00013005-RA
OG0009602	PBAR_pbar_par-1-1	ACEP_ACEP_00013007-RA
OG0009603	PBAR_PB17595-RA	ACEP_ACEP_00012999-RA
OG0009604	PBAR_PB17589-RA	ACEP_ACEP_00012997-RA
OG0009605	PBAR_PB17593-RA	ACEP_ACEP_00012998-RA
OG0009606	PBAR_PB18720-RA	ACEP_ACEP_00013000-RA
OG0009607	PBAR_PB17594-RA	ACEP_ACEP_00012990-RA
OG0009608	PBAR_Pbar_Tudor-SN-like-1	ACEP_ACEP_00012986-RA
OG0009609	PBAR_PB17590-RA	ACEP_ACEP_00012987-RA
OG0009610	PBAR_PB17588-RA	ACEP_ACEP_00012984-RA
OG0009612	PBAR_PB17616-RA	ACEP_ACEP_00012971-RA
OG0009613	PBAR_PB17598-RA	ACEP_ACEP_00012972-RA
OG0009614	PBAR_PB17605-RA	ACEP_ACEP_00012973-RA
OG0009615	PBAR_PB17600-RA	ACEP_ACEP_00012974-RA
OG0009616	PBAR_pbar_cycle-1	ACEP_ACEP_00012977-RA
OG0009617	PBAR_PB17597-RA	ACEP_ACEP_00012976-RA
OG0009618	PBAR_PB17610-RA	ACEP_ACEP_00012963-RA
OG0009619	PBAR_PB17613-RA	ACEP_ACEP_00012966-RA
OG0009620	PBAR_PB17611-RB	ACEP_ACEP_00012964-RA
OG0009621	PBAR_PB17607-RA	ACEP_ACEP_00012967-RA
OG0009622	PBAR_PB17609-RA	ACEP_ACEP_00012962-RA
OG0009623	PBAR_PB17619-RA	ACEP_ACEP_00012968-RA
OG0009624	PBAR_PB17614-RA	ACEP_ACEP_00012969-RA
OG0009625	PBAR_pbar_cryptochrome2-1	ACEP_ACEP_00012955-RA
OG0009626	PBAR_Pbar_Pfk-1	ACEP_ACEP_00012950-RA
OG0009627	PBAR_pbar_TRAM-1	ACEP_ACEP_00012953-RA
OG0009628	PBAR_PB17623-RA	ACEP_ACEP_00012954-RA
OG0009629	PBAR_PB17634-RA	ACEP_ACEP_00012944-RA
OG0009630	PBAR_PB17631-RA	ACEP_ACEP_00012943-RA
OG0009631	PBAR_PB22289-RA	ACEP_ACEP_00012939-RA
OG0009632	PBAR_PB22298-RA	ACEP_ACEP_00012940-RA
OG0009633	PBAR_PB22291-RA	ACEP_ACEP_00012935-RA
OG0009634	PBAR_PB22307-RA	ACEP_ACEP_00012941-RA
OG0009635	PBAR_PB22314-RA	ACEP_ACEP_00012942-RA
OG0009636	PBAR_PB22293-RA	ACEP_ACEP_00012938-RA
OG0009637	PBAR_PB22300-RA	ACEP_ACEP_00012928-RA
OG0009638	PBAR_PB22297-RA	ACEP_ACEP_00012931-RA
OG0009639	PBAR_PB22301-RA	ACEP_ACEP_00012930-RA
OG0009640	PBAR_PB22292-RA	ACEP_ACEP_00012929-RA
OG0009641	PBAR_PB22295-RA	ACEP_ACEP_00012926-RA
OG0009642	PBAR_PB22290-RA	ACEP_ACEP_00012934-RA
OG0009643	PBAR_PB22285-RA	ACEP_ACEP_00012924-RA
OG0009644	PBAR_PB22281-RA	ACEP_ACEP_00012920-RA
OG0009645	PBAR_PB22279-RA	ACEP_ACEP_00012919-RA
OG0009646	PBAR_PB22283-RA	ACEP_ACEP_00012918-RA
OG0009647	PBAR_PB22280-RA	ACEP_ACEP_00012914-RA
OG0009648	PBAR_PB22277-RA	ACEP_ACEP_00012912-RA
OG0009649	PBAR_PB22282-RA	ACEP_ACEP_00012916-RA
OG0009650	PBAR_PB22276-RA	ACEP_ACEP_00012910-RA
OG0009651	PBAR_PB22258-RA	ACEP_ACEP_00012901-RA
OG0009652	PBAR_PB22261-RA	ACEP_ACEP_00012902-RA
OG0009653	PBAR_PB22265-RA	ACEP_ACEP_00012903-RA
OG0009654	PBAR_PB22266-RA	ACEP_ACEP_00012905-RA
OG0009655	PBAR_PB22267-RA	ACEP_ACEP_00012906-RA
OG0009656	PBAR_PB22259-RA	ACEP_ACEP_00012890-RA
OG0009657	PBAR_PB22262-RA	ACEP_ACEP_00012891-RA
OG0009658	PBAR_PB22264-RA	ACEP_ACEP_00012894-RA
OG0009659	PBAR_PB22263-RA	ACEP_ACEP_00012893-RA
OG0009660	PBAR_PB22257-RA	ACEP_ACEP_00012896-RA
OG0009661	PBAR_PB22256-RA	ACEP_ACEP_00012886-RA
OG0009662	PBAR_PB26973-RA	ACEP_ACEP_00012884-RA
OG0009663	PBAR_PB22255-RA	ACEP_ACEP_00012887-RA
OG0009664	PBAR_PB22254-RA	ACEP_ACEP_00012883-RA
OG0009665	PBAR_PB22250-RA	ACEP_ACEP_00012877-RA
OG0009666	PBAR_PB22245-RA	ACEP_ACEP_00012876-RA
OG0009667	PBAR_PB22249-RA	ACEP_ACEP_00012875-RA
OG0009668	PBAR_PB22241-RA	ACEP_ACEP_00012874-RA
OG0009669	PBAR_PB22246-RA	ACEP_ACEP_00012879-RA
OG0009670	PBAR_PB22252-RA	ACEP_ACEP_00012880-RA
OG0009671	PBAR_PB21174-RA	ACEP_ACEP_00016080-RA
OG0009672	PBAR_PB17470-RA	ACEP_ACEP_00016076-RA
OG0009673	PBAR_PB21579-RA	ACEP_ACEP_00010704-RA
OG0009674	PBAR_pbar_sgg-like-1	ACEP_ACEP_00010706-RA
OG0009675	PBAR_PB17387-RA	ACEP_ACEP_00010700-RA
OG0009676	PBAR_PB17391-RA	ACEP_ACEP_00010698-RA
OG0009677	PBAR_pbar_kinesin_light_chain-1	ACEP_ACEP_00010703-RA
OG0009678	PBAR_PB17397-RA	ACEP_ACEP_00010695-RA
OG0009679	PBAR_PB17395-RA	ACEP_ACEP_00010694-RA
OG0009680	PBAR_PB17388-RA	ACEP_ACEP_00010697-RA
OG0009681	PBAR_PB17398-RA	ACEP_ACEP_00010696-RA
OG0009682	PBAR_PB17400-RA	ACEP_ACEP_00010689-RA
OG0009683	PBAR_PB17399-RA	ACEP_ACEP_00010691-RA
OG0009684	PBAR_PB17402-RA	ACEP_ACEP_00010688-RA
OG0009685	PBAR_PB17401-RA	ACEP_ACEP_00010687-RA
OG0009686	PBAR_PB17411-RA	ACEP_ACEP_00010681-RA
OG0009687	PBAR_PB17415-RA	ACEP_ACEP_00010683-RA
OG0009688	PBAR_PB17408-RA	ACEP_ACEP_00010684-RA
OG0009689	PBAR_PB17413-RA	ACEP_ACEP_00010682-RA
OG0009690	PBAR_PB17409-RA	ACEP_ACEP_00010678-RA
OG0009691	PBAR_PB17406-RA	ACEP_ACEP_00010672-RA
OG0009692	PBAR_PB17417-RA	ACEP_ACEP_00010671-RA
OG0009693	PBAR_PB17412-RA	ACEP_ACEP_00010675-RA
OG0009694	PBAR_PB17418-RA	ACEP_ACEP_00010670-RA
OG0009695	PBAR_PB17421-RA	ACEP_ACEP_00010665-RA
OG0009696	PBAR_PB17422-RA	ACEP_ACEP_00010663-RA
OG0009697	PBAR_PB17429-RA	ACEP_ACEP_00010661-RA
OG0009698	PBAR_PB17426-RA	ACEP_ACEP_00010662-RA
OG0009699	PBAR_PB23948-RA	ACEP_ACEP_00010650-RA
OG0009700	PBAR_PB13543-RA	ACEP_ACEP_00010653-RA
OG0009701	PBAR_PB17430-RA	ACEP_ACEP_00010657-RA
OG0009702	PBAR_PB11317-RA	ACEP_ACEP_00010648-RA
OG0009703	PBAR_PB13541-RA	ACEP_ACEP_00010654-RA
OG0009704	PBAR_PB23949-RA	ACEP_ACEP_00010651-RA
OG0009705	PBAR_PB13539-RA	ACEP_ACEP_00010655-RA
OG0009706	PBAR_PB17427-RA	ACEP_ACEP_00010658-RA
OG0009707	PBAR_PB11327-RA	ACEP_ACEP_00010644-RA
OG0009708	PBAR_PB11326-RA	ACEP_ACEP_00010645-RA
OG0009709	PBAR_PB11328-RA	ACEP_ACEP_00010643-RA
OG0009710	PBAR_PB11322-RA	ACEP_ACEP_00010647-RA
OG0009711	PBAR_PB23386-RA	ACEP_ACEP_00010639-RA
OG0009712	PBAR_pbar_RpL19-1	ACEP_ACEP_00010638-RA
OG0009713	PBAR_PB23381-RA	ACEP_ACEP_00010633-RA
OG0009714	PBAR_PB23388-RA	ACEP_ACEP_00010640-RA
OG0009715	PBAR_PB10025-RA	ACEP_ACEP_00010642-RA
OG0009716	PBAR_PB23383-RA	ACEP_ACEP_00010632-RA
OG0009717	PBAR_PB23379-RA	ACEP_ACEP_00010628-RA
OG0009718	PBAR_PB23390-RA	ACEP_ACEP_00010630-RA
OG0009719	PBAR_PB23375-RA	ACEP_ACEP_00010625-RA
OG0009720	PBAR_PB23373-RA	ACEP_ACEP_00010626-RA
OG0009721	PBAR_PB23366-RA	ACEP_ACEP_00010621-RA
OG0009722	PBAR_PB23365-RA	ACEP_ACEP_00010622-RA
OG0009723	PBAR_PB23376-RA	ACEP_ACEP_00010623-RA
OG0009724	PBAR_PB23370-RA	ACEP_ACEP_00010618-RA
OG0009725	PBAR_PB23363-RA	ACEP_ACEP_00010617-RA
OG0009726	PBAR_Pbar_-Pi3K21B-1	ACEP_ACEP_00010619-RA
OG0009727	PBAR_PB23362-RA	ACEP_ACEP_00010616-RA
OG0009728	PBAR_PB23360-RA	ACEP_ACEP_00010609-RA
OG0009729	PBAR_PB14687-RA	ACEP_ACEP_00010603-RA
OG0009730	PBAR_Pbar_tartan-capricious-likeA-RC	ACEP_ACEP_00010606-RA
OG0009731	PBAR_PB14686-RA	ACEP_ACEP_00010604-RA
OG0009732	PBAR_PB14690-RA	ACEP_ACEP_00010601-RA
OG0009733	PBAR_PB14676-RA	ACEP_ACEP_00010597-RA
OG0009734	PBAR_PB14675-RA	ACEP_ACEP_00010588-RA
OG0009735	PBAR_PB14674-RA	ACEP_ACEP_00010589-RA
OG0009736	PBAR_PB18400-RA	ACEP_ACEP_00010580-RA
OG0009737	PBAR_CG_02549972	ACEP_ACEP_00010581-RA
OG0009738	PBAR_PB18397-RA	ACEP_ACEP_00010583-RA
OG0009739	PBAR_PB18401-RA	ACEP_ACEP_00010579-RA
OG0009740	PBAR_PB19158-RA	ACEP_ACEP_00010577-RA
OG0009741	PBAR_PB18404-RA	ACEP_ACEP_00010578-RA
OG0009742	PBAR_PB15307-RA	ACEP_ACEP_00014341-RA
OG0009743	PBAR_PB15311-RA	ACEP_ACEP_00014335-RA
OG0009744	PBAR_PB15309-RA	ACEP_ACEP_00014340-RA
OG0009745	PBAR_PB15308-RA	ACEP_ACEP_00014339-RA
OG0009746	PBAR_PB15313-RA	ACEP_ACEP_00014342-RA
OG0009747	PBAR_PB15324-RA	ACEP_ACEP_00014332-RA
OG0009748	PBAR_PB15322-RA	ACEP_ACEP_00014331-RA
OG0009749	PBAR_PB15320-RA	ACEP_ACEP_00014330-RA
OG0009750	PBAR_PB15321-RA	ACEP_ACEP_00014334-RA
OG0009751	PBAR_PB15319-RA	ACEP_ACEP_00014326-RA
OG0009752	PBAR_PB19746-RA	ACEP_ACEP_00014325-RA
OG0009753	PBAR_PB19758-RA	ACEP_ACEP_00014316-RA
OG0009754	PBAR_PB21935-RA	ACEP_ACEP_00014313-RA
OG0009755	PBAR_PB19764-RA	ACEP_ACEP_00014321-RA
OG0009756	PBAR_PB19759-RA	ACEP_ACEP_00014314-RA
OG0009757	PBAR_PB21941-RA	ACEP_ACEP_00014309-RA
OG0009758	PBAR_PB21940-RA	ACEP_ACEP_00014308-RA
OG0009759	PBAR_PB21945-RA	ACEP_ACEP_00014310-RA
OG0009760	PBAR_PB21955-RA	ACEP_ACEP_00014302-RA
OG0009761	PBAR_PB21948-RA	ACEP_ACEP_00014306-RA
OG0009762	PBAR_PB21949-RA	ACEP_ACEP_00014305-RA
OG0009763	PBAR_Pbar_Ndufa1_like-1	ACEP_ACEP_00014297-RA
OG0009764	PBAR_PB16170-RA	ACEP_ACEP_00014298-RA
OG0009765	PBAR_PB21893-RA	ACEP_ACEP_00014295-RA
OG0009766	PBAR_PB21894-RA	ACEP_ACEP_00014294-RA
OG0009767	PBAR_PB21889-RA	ACEP_ACEP_00014296-RA
OG0009768	PBAR_PB21890-RA	ACEP_ACEP_00014293-RA
OG0009769	PBAR_pbar_mef2-RB	ACEP_ACEP_00014288-RA
OG0009770	PBAR_PB21896-RA	ACEP_ACEP_00014290-RA
OG0009771	PBAR_PB21898-RA	ACEP_ACEP_00014292-RA
OG0009772	PBAR_PB21891-RA	ACEP_ACEP_00014289-RA
OG0009773	PBAR_Pbar_CycB-1	ACEP_ACEP_00014285-RA
OG0009774	PBAR_PB21899-RA	ACEP_ACEP_00014283-RA
OG0009775	PBAR_PB21915-RA	ACEP_ACEP_00014281-RA
OG0009776	PBAR_PB21904-RA	ACEP_ACEP_00014286-RA
OG0009777	PBAR_PB21909-RA	ACEP_ACEP_00014282-RA
OG0009778	PBAR_PB21901-RA	ACEP_ACEP_00014287-RA
OG0009779	PBAR_PB21910-RA	ACEP_ACEP_00018109-RA
OG0009780	PBAR_PB21931-RA	ACEP_ACEP_00014277-RA
OG0009781	PBAR_PB21913-RA	ACEP_ACEP_00014280-RA
OG0009782	PBAR_PB13753-RA	ACEP_ACEP_00016555-RA
OG0009783	PBAR_PB12380-RA	ACEP_ACEP_00016539-RA
OG0009784	PBAR_PB15857-RA	ACEP_ACEP_00016396-RA
OG0009785	PBAR_PB23914-RA	ACEP_ACEP_00003517-RA
OG0009786	PBAR_PB20057-RA	ACEP_ACEP_00003511-RA
OG0009787	PBAR_PB11961-RA, PBAR_PB17093-RA	ACEP_ACEP_00003498-RA
OG0009788	PBAR_PB20063-RA	ACEP_ACEP_00003494-RA
OG0009789	PBAR_PB20062-RA	ACEP_ACEP_00003493-RA
OG0009790	PBAR_PB15731-RA	ACEP_ACEP_00003489-RA
OG0009791	PBAR_PB20068-RA	ACEP_ACEP_00003480-RA
OG0009792	PBAR_PB20066-RA	ACEP_ACEP_00003477-RA
OG0009793	PBAR_PB20065-RA	ACEP_ACEP_00003475-RA
OG0009794	PBAR_PB20069-RA	ACEP_ACEP_00003474-RA
OG0009795	PBAR_PB21887-RA	ACEP_ACEP_00003470-RA
OG0009796	PBAR_PB21880-RA	ACEP_ACEP_00003467-RA
OG0009797	PBAR_PB21879-RA	ACEP_ACEP_00003465-RA
OG0009798	PBAR_PB21878-RA	ACEP_ACEP_00003466-RA
OG0009799	PBAR_PB21877-RA	ACEP_ACEP_00003463-RA
OG0009800	PBAR_PB21876-RA	ACEP_ACEP_00003462-RA
OG0009801	PBAR_PB21873-RA	ACEP_ACEP_00003456-RA
OG0009802	PBAR_PB21868-RA	ACEP_ACEP_00003455-RA
OG0009803	PBAR_PB21872-RA	ACEP_ACEP_00003453-RA
OG0009804	PBAR_PB15247-RA	ACEP_ACEP_00003445-RA
OG0009805	PBAR_PB15246-RA	ACEP_ACEP_00003442-RA
OG0009806	PBAR_PB15259-RA	ACEP_ACEP_00003440-RA
OG0009807	PBAR_PB15256-RA	ACEP_ACEP_00003444-RA
OG0009808	PBAR_PB15251-RA	ACEP_ACEP_00003438-RA
OG0009809	PBAR_PB15268-RA	ACEP_ACEP_00003433-RA
OG0009810	PBAR_PB15272-RA	ACEP_ACEP_00003431-RA
OG0009811	PBAR_PB15267-RA	ACEP_ACEP_00003432-RA
OG0009812	PBAR_PB24061-RA	ACEP_ACEP_00003426-RA
OG0009813	PBAR_PB24060-RA	ACEP_ACEP_00003419-RA
OG0009814	PBAR_PB25844-RA	ACEP_ACEP_00003415-RA
OG0009815	PBAR_PB25872-RA	ACEP_ACEP_00003410-RA
OG0009816	PBAR_PB16585-RA	ACEP_ACEP_00003412-RA
OG0009817	PBAR_PB25874-RA	ACEP_ACEP_00003398-RA
OG0009818	PBAR_PB25893-RA	ACEP_ACEP_00003392-RA
OG0009819	PBAR_PB25873-RA	ACEP_ACEP_00003399-RA
OG0009820	PBAR_PB25870-RA	ACEP_ACEP_00003393-RA
OG0009821	PBAR_PB25875-RA	ACEP_ACEP_00003401-RA
OG0009822	PBAR_PB25886-RA	ACEP_ACEP_00003397-RA
