Orthogroup	pbar_annotation	lhum_annotation
OG0000109	PBAR_26475-RA, PBAR_26473-RA, PBAR_26465-RA, PBAR_26461-RA, PBAR_26474-RA, PBAR_26472-RA, PBAR_26466-RA, PBAR_26462-RA, PBAR_26469-RA, PBAR_26470-RA	LHUM_16356-RA
OG0000113	PBAR_23557-RA	LHUM_15087-RA, LHUM_18957-RA
OG0000113	PBAR_10319-RA, PBAR_10318-RA	LHUM_16536-RA, LHUM_15070-RA, LHUM_11029-RA, LHUM_19315-RA, LHUM_11054-RA, LHUM_14389-RA, LHUM_19920-RA, LHUM_15108-RA, LHUM_10471-RA
OG0000115	PBAR_23136-RA	LHUM_15283-RA
OG0000115	PBAR_22442-RA	LHUM_16689-RA
OG0000115	PBAR_17671-RA	LHUM_10783-RA
OG0000116	PBAR_26351-RA	LHUM_19283-RA
OG0000116	PBAR_26352-RA	LHUM_25757-RA
OG0000116	PBAR_10288-RA	LHUM_25756-RA
OG0000116	PBAR_26353-RA	LHUM_19274-RA
OG0000117	PBAR_13515-RA	LHUM_13705-RA, LHUM_14420-RA, LHUM_10659-RA
OG0000117	PBAR_16593-RA	LHUM_12570-RA
OG0000119	PBAR_10708-RA, PBAR_19177-RA, PBAR_13144-RA, PBAR_17310-RA, PBAR_16488-RA, PBAR_17309-RA, PBAR_13143-RA, PBAR_19175-RA, PBAR_19176-RA, PBAR_16487-RA, PBAR_13822-RA	LHUM_19452-RA
OG0000121	PBAR_23717-RA	LHUM_20279-RA
OG0000121	PBAR_23716-RA	LHUM_20276-RA
OG0000121	PBAR_24909-RA	LHUM_19308-RA, LHUM_19309-RA
OG0000122	PBAR_19017-RA, PBAR_19002-RA	LHUM_24651-RA
OG0000122	PBAR_19009-RA	LHUM_24658-RA
OG0000122	PBAR_19010-RA	LHUM_24656-RA
OG0000123	PBAR_12918-RA	LHUM_10244-RA
OG0000125	PBAR_12949-RA	LHUM_12579-RA
OG0000125	PBAR_16887-RA	LHUM_13628-RA
OG0000125	PBAR_25690-RA	LHUM_19947-RA
OG0000125	PBAR_21377-RA	LHUM_12500-RA, LHUM_12496-RA
OG0000126	PBAR_ar_hop-1	LHUM_23786-RA
OG0000128	PBAR_20422-RA, PBAR_20239-RA	LHUM_11611-RA, LHUM_11240-RA
OG0000129	PBAR_25939-RA	LHUM_17940-RA
OG0000129	PBAR_16847-RA	LHUM_23306-RA, LHUM_11241-RA, LHUM_18968-RA, LHUM_23305-RA, LHUM_24886-RA, LHUM_11831-RA, LHUM_23308-RA
OG0000130	PBAR_18648-RA	LHUM_11627-RA, LHUM_23739-RA, LHUM_11628-RA, LHUM_23737-RA, LHUM_13996-RA, LHUM_11845-RA, LHUM_10079-RA, LHUM_15669-RA, LHUM_11060-RA, LHUM_25222-RA, LHUM_13920-RA
OG0000133	PBAR_13178-RA, PBAR_13178-RB	LHUM_13026-RA
OG0000133	PBAR_24514-RA	LHUM_15837-RA
OG0000133	PBAR_26052-RA	LHUM_10233-RA, LHUM_17890-RA, LHUM_18321-RA
OG0000134	PBAR_12495-RA	LHUM_14939-RA
OG0000134	PBAR_20574-RA	LHUM_24979-RA, LHUM_18955-RA, LHUM_18956-RA, LHUM_24978-RA, LHUM_25003-RA, LHUM_16316-RA, LHUM_21674-RA
OG0000135	PBAR_26760-RA, PBAR_26262-RA, PBAR_13702-RA, PBAR_26425-RA	LHUM_23776-RA
OG0000135	PBAR_26759-RA	LHUM_26038-RA, LHUM_26046-RA
OG0000138	PBAR_20757-RA	LHUM_10120-RA, LHUM_20979-RA
OG0000138	PBAR_12258-RA	LHUM_13183-RA
OG0000138	PBAR_10885-RA, PBAR_14710-RA	LHUM_10121-RA
OG0000139	PBAR_23756-RA	LHUM_17402-RA
OG0000139	PBAR_23755-RA	LHUM_17403-RA
OG0000139	PBAR_23757-RA	LHUM_17396-RA
OG0000139	PBAR_23594-RA	LHUM_16891-RA
OG0000142	PBAR_23180-RA	LHUM_15923-RA
OG0000142	PBAR_23181-RA	LHUM_15925-RA
OG0000142	PBAR_11229-RA	LHUM_19480-RA
OG0000142	PBAR_20257-RA	LHUM_17582-RA
OG0000144	PBAR_ar_OctB3R-RA	LHUM_12976-RA
OG0000144	P_barOctB3R1-RA	LHUM_12975-RA
OG0000144	PBAR_ar_OctB2R-1	LHUM_20188-RA
OG0000144	PBAR_ar_OctB1R-RA	LHUM_12970-RA
OG0000145	PBAR_23155-RA	LHUM_24965-RA
OG0000145	PBAR_17479-RA	LHUM_16271-RA
OG0000145	PBAR_ar_amon-RA	LHUM_20146-RA
OG0000145	PBAR_13220-RA	LHUM_21706-RA
OG0000146	PBAR_ar_CDC42-1	LHUM_20173-RA
OG0000146	PBAR_13486-RA	LHUM_23269-RA
OG0000146	PBAR_ar_Rac1-1	LHUM_17483-RA
OG0000147	PBAR_10603-RA, PBAR_15502-RA	LHUM_19996-RA
OG0000147	PBAR_23947-RA, PBAR_10972-RA, PBAR_10115-RA, PBAR_25220-RA	LHUM_11749-RA, LHUM_14560-RA, LHUM_11750-RA, LHUM_19106-RA
OG0000148	PBAR_10758-RA	LHUM_10369-RA
OG0000148	PBAR_16596-RA, PBAR_10102-RA	LHUM_10863-RA, LHUM_15430-RA
OG0000148	PBAR_18663-RA	LHUM_12394-RA
OG0000149	PBAR_13464-RA	LHUM_12315-RA
OG0000149	PBAR_14033-RA	LHUM_14992-RA
OG0000149	PBAR_11784-RA	LHUM_11233-RA
OG0000149	PBAR_27128-RA	LHUM_um_Dscam-RA
OG0000150	PBAR_11548-RA, PBAR_11553-RA, PBAR_11545-RA	LHUM_12712-RA
OG0000150	PBAR_11549-RA	LHUM_12711-RA
OG0000150	PBAR_11546-RA	LHUM_12714-RA
OG0000151	PBAR_19110-RA	LHUM_13386-RA, LHUM_23194-RA, LHUM_14377-RA, LHUM_13384-RA, LHUM_13442-RA, LHUM_10855-RA, LHUM_13290-RA, LHUM_14388-RA
OG0000153	PBAR_25545-RA, PBAR_27152-RA	LHUM_15474-RA
OG0000153	PBAR_25544-RA	LHUM_15475-RA
OG0000153	PBAR_25530-RA	LHUM_15488-RA
OG0000153	PBAR_25531-RA	LHUM_11425-RA
OG0000155	PBAR_13138-RA, PBAR_11330-RA, PBAR_10154-RA, PBAR_10156-RA, PBAR_13135-RA, PBAR_18383-RA, PBAR_13136-RA, PBAR_15487-RA, PBAR_10155-RA	LHUM_23191-RA
OG0000156	PBAR_26745-RA	LHUM_10778-RA, LHUM_10705-RA, LHUM_10704-RA, LHUM_13945-RA, LHUM_10703-RA, LHUM_15690-RA, LHUM_11827-RA, LHUM_10779-RA, LHUM_23816-RA, LHUM_13944-RA
OG0000157	PBAR_26479-RA	LHUM_13029-RA, LHUM_14213-RA, LHUM_25423-RA, LHUM_13028-RA, LHUM_13030-RA, LHUM_25421-RA, LHUM_13027-RA, LHUM_13032-RA, LHUM_13031-RA, LHUM_13030-RB, LHUM_25422-RA
OG0000167	PBAR_10167-RA	LHUM_11599-RA
OG0000168	PBAR_16106-RA	LHUM_21998-RA
OG0000168	PBAR_25555-RA	LHUM_15465-RA
OG0000168	PBAR_17640-RA, PBAR_15883-RA	LHUM_21528-RA
OG0000169	PBAR_17008-RA	LHUM_13987-RA
OG0000169	PBAR_ar_LAT2-RA	LHUM_20584-RA
OG0000170	PBAR_14129-RA	LHUM_22142-RA
OG0000170	PBAR_14128-RA	LHUM_22143-RA, LHUM_22141-RA
OG0000171	PBAR_15410-RA	LHUM_26088-RA, LHUM_26091-RA, LHUM_26087-RA, LHUM_24236-RA, LHUM_26089-RA, LHUM_26081-RA, LHUM_24238-RA, LHUM_24234-RA, LHUM_13243-RA
OG0000172	PBAR_11409-RA, PBAR_21691-RA, PBAR_23818-RA, PBAR_23816-RA, PBAR_23825-RA, PBAR_ar_Fpps-RA, PBAR_ar_Fpps-RB, PBAR_27030-RA, PBAR_27031-RA	LHUM_24678-RA
OG0000173	PBAR_14016-RA	LHUM_22640-RA
OG0000174	PBAR_17711-RB, PBAR_17711-RA, PBAR_10502-RA	LHUM_19521-RA, LHUM_18044-RA, LHUM_10137-RA
OG0000176	PBAR_13320-RA	LHUM_25988-RA
OG0000176	PBAR_13321-RA	LHUM_22681-RA
OG0000176	PBAR_13317-RA	LHUM_11351-RA, LHUM_22679-RA
OG0000177	PBAR_14524-RA	LHUM_22535-RA
OG0000177	PBAR_14181-RA	LHUM_19154-RA
OG0000177	PBAR_25513-RA	LHUM_15495-RA
OG0000178	PBAR_11614-RA	LHUM_26058-RA
OG0000179	PBAR_18198-RA	LHUM_12448-RA, LHUM_20450-RA, LHUM_12450-RA, LHUM_25223-RA
OG0000179	PBAR_15200-RA, PBAR_24695-RA	LHUM_19995-RA
OG0000180	PBAR_12895-RA, PBAR_19259-RA, PBAR_18837-RA, PBAR_18833-RA, PBAR_18834-RA, PBAR_12919-RA, PBAR_12920-RA, PBAR_26733-RA	LHUM_21616-RA
OG0000181	PBAR_16136-RA	LHUM_11005-RA, LHUM_22022-RA
OG0000181	PBAR_16188-RA	LHUM_12669-RA
OG0000181	PBAR_22648-RA	LHUM_10883-RA
OG0000182	PBAR_13842-RA	LHUM_10052-RA
OG0000184	PBAR_27161-RA, PBAR_27162-RA, PBAR_27160-RA, PBAR_27158-RA, PBAR_25726-RA	LHUM_24821-RA
OG0000185	PBAR_25495-RA	LHUM_15529-RA, LHUM_15533-RA
OG0000185	PBAR_25497-RA	LHUM_15535-RA
OG0000185	PBAR_14734-RA, PBAR_25494-RA, PBAR_11919-RA	LHUM_25553-RA
OG0000186	PBAR_16992-RA	LHUM_23320-RA
OG0000186	PBAR_25580-RA	LHUM_15445-RA, LHUM_16023-RA
OG0000187	PBAR_13196-RA	LHUM_22058-RA
OG0000187	PBAR_13193-RA	LHUM_22056-RA
OG0000187	PBAR_12115-RA	LHUM_14251-RA, LHUM_20908-RA, LHUM_20906-RA, LHUM_20907-RA
OG0000189	PBAR_22599-RA	LHUM_12924-RA
OG0000189	PBAR_12755-RA	LHUM_11092-RB, LHUM_11091-RA
OG0000189	PBAR_12752-RA	LHUM_11092-RA, LHUM_18993-RA
OG0000191	PBAR_10637-RA, PBAR_10351-RA, PBAR_24634-RA, PBAR_10353-RA, PBAR_10634-RA, PBAR_16495-RA, PBAR_10189-RA, PBAR_10366-RA, PBAR_10644-RA, PBAR_10380-RA	LHUM_10211-RA
OG0000192	PBAR_26117-RA	LHUM_25178-RA
OG0000192	PBAR_18392-RA	LHUM_25179-RA
OG0000192	PBAR_17950-RA	LHUM_10993-RA
OG0000193	PBAR_18937-RA	LHUM_18367-RA
OG0000193	PBAR_26069-RA	LHUM_22943-RA
OG0000193	PBAR_26054-RA	LHUM_18569-RA
OG0000194	PBAR_14057-RA	LHUM_22079-RA
OG0000194	PBAR_11375-RA	LHUM_19169-RA
OG0000194	PBAR_16419-RA	LHUM_11972-RA
OG0000197	PBAR_13189-RA, PBAR_13190-RA, PBAR_13188-RA, PBAR_13185-RA, PBAR_13184-RA	LHUM_17268-RA, LHUM_13025-RA
OG0000198	PBAR_11481-RA, PBAR_10915-RA	LHUM_19933-RA, LHUM_25221-RA, LHUM_19100-RA, LHUM_19138-RA, LHUM_13181-RA, LHUM_23987-RA, LHUM_13331-RA
OG0000199	PBAR_23855-RA	LHUM_11366-RA
OG0000200	PBAR_ar_Septin4-like-1	LHUM_17596-RA
OG0000200	PBAR_21522-RA	LHUM_17114-RA
OG0000200	PBAR_13380-RA	LHUM_23028-RA
OG0000201	PBAR_25871-RA	LHUM_21334-RA
OG0000201	PBAR_21758-RA	LHUM_19520-RA
OG0000201	PBAR_21470-RA	LHUM_24949-RA
OG0000202	PBAR_21115-RA	LHUM_17263-RA
OG0000202	PBAR_21118-RA, PBAR_23785-RA	LHUM_12836-RA
OG0000202	PBAR_21117-RA	LHUM_20273-RA
OG0000203	PBAR_15734-RA	LHUM_16002-RB
OG0000203	PBAR_15736-RA	LHUM_15996-RA
OG0000203	PBAR_15741-RA	LHUM_16002-RA
OG0000204	PBAR_18227-RA	LHUM_10846-RA
OG0000204	PBAR_16580-RA	LHUM_12878-RA
OG0000205	PBAR_18167-RA, PBAR_26691-RA, PBAR_26690-RA, PBAR_26688-RA, PBAR_26689-RA, PBAR_21432-RA	LHUM_25733-RA
OG0000206	PBAR_17163-RA	LHUM_18757-RA
OG0000206	PBAR_10580-RA	LHUM_10187-RA
OG0000207	PBAR_24840-RA	LHUM_20152-RA
OG0000207	PBAR_11912-RA	LHUM_23371-RA
OG0000207	PBAR_24847-RA	LHUM_20159-RA
OG0000209	PBAR_10159-RA	LHUM_24226-RA
OG0000209	PBAR_11825-RA	LHUM_24221-RA
OG0000209	PBAR_20131-RA	LHUM_24264-RA
OG0000210	PBAR_26124-RA, PBAR_26123-RA, PBAR_26125-RA	LHUM_24139-RA
OG0000212	PBAR_ar-eve-like-1	LHUM_15244-RA
OG0000212	PBAR_18631-RA	LHUM_22988-RA
OG0000212	PBAR_ar-Hox3-A-like-RA	LHUM_11063-RA, LHUM_19810-RA
OG0000213	PBAR_12471-RA	LHUM_20816-RA
OG0000213	PBAR_12470-RA, PBAR_25087-RA, PBAR_13591-RA	LHUM_24005-RA
OG0000214	PBAR_11270-RA, PBAR_11273-RA	LHUM_15196-RA
OG0000214	PBAR_11530-RA	LHUM_15200-RA, LHUM_14465-RA, LHUM_14466-RA
OG0000215	PBAR_26323-RA, PBAR_26324-RA, PBAR_26322-RA, PBAR_26320-RA, PBAR_26321-RA, PBAR_11558-RA, PBAR_11562-RA	LHUM_12715-RA
OG0000216	PBAR_20061-RA, PBAR_18225-RA, PBAR_20966-RA, PBAR_20970-RA, PBAR_23161-RA, PBAR_24129-RA	LHUM_14746-RA
OG0000217	PBAR_11058-RA	LHUM_15885-RA
OG0000217	PBAR_11054-RA	LHUM_15879-RA
OG0000217	PBAR_11063-RA	LHUM_15880-RA
OG0000218	PBAR_10728-RA	LHUM_21708-RA
OG0000219	PBAR_22744-RA	LHUM_23947-RA
OG0000219	PBAR_14964-RA	LHUM_23945-RA
OG0000219	PBAR_10604-RA	LHUM_21851-RA
OG0000220	PBAR_20448-RA	LHUM_23698-RA
OG0000222	PBAR_10723-RA	LHUM_13858-RA, LHUM_13861-RA, LHUM_13859-RB, LHUM_13855-RB, LHUM_13855-RA, LHUM_13859-RA, LHUM_13860-RA, LHUM_21712-RA
OG0000223	PBAR_18716-RA	LHUM_19651-RA, LHUM_um_SP36a-RA, LHUM_um_SP137-RA, LHUM_19649-RA, LHUM_um_SP36c-RA, LHUM_um_SP140-RA, LHUM_19645-RA, LHUM_12387-RA
OG0000224	PBAR_19437-RA, PBAR_26765-RA, PBAR_23952-RA, PBAR_10467-RA, PBAR_26763-RA, PBAR_26203-RA, PBAR_26762-RA, PBAR_26764-RA, PBAR_26766-RA	LHUM_23495-RA
OG0000226	PBAR_26988-RA	LHUM_14558-RA, LHUM_11596-RA, LHUM_11824-RA, LHUM_14557-RA, LHUM_10144-RA, LHUM_10223-RA, LHUM_19131-RA, LHUM_10118-RA, LHUM_19132-RA
OG0000227	PBAR_15489-RA, PBAR_13134-RA, PBAR_12808-RA, PBAR_12809-RA, PBAR_10157-RA, PBAR_18382-RA	LHUM_14674-RA, LHUM_15081-RA, LHUM_23190-RA, LHUM_20020-RA
OG0000228	PBAR_20724-RA, PBAR_16469-RA, PBAR_22000-RA, PBAR_20725-RA, PBAR_10749-RA, PBAR_10513-RA, PBAR_13130-RA, PBAR_21743-RA, PBAR_14718-RA	LHUM_14870-RA
OG0000229	PBAR_13503-RA, PBAR_17585-RA, PBAR_17800-RA, PBAR_15157-RA, PBAR_14504-RA, PBAR_10570-RA, PBAR_17082-RA, PBAR_15661-RA, PBAR_24732-RA	LHUM_11601-RA
OG0000232	PBAR_14870-RA	LHUM_18578-RA
OG0000232	PBAR_24465-RA	LHUM_14075-RA
OG0000232	PBAR_24472-RA	LHUM_14073-RA
OG0000233	PBAR_12146-RA	LHUM_23545-RA
OG0000233	PBAR_18796-RA	LHUM_14120-RA
OG0000233	PBAR_22928-RA	LHUM_22423-RA
OG0000234	PBAR_20617-RA	LHUM_19806-RA
OG0000234	PBAR_21874-RA	LHUM_14724-RA
OG0000235	PBAR_12697-RA	LHUM_19447-RA
OG0000235	PBAR_17475-RA	LHUM_16274-RA
OG0000236	PBAR_18057-RA	LHUM_17525-RA
OG0000236	PBAR_23661-RA	LHUM_20257-RA, LHUM_16496-RA, LHUM_14401-RA
OG0000237	PBAR_19347-RA, PBAR_19346-RA	LHUM_14582-RA
OG0000238	PBAR_12538-RA	LHUM_18905-RA
OG0000239	PBAR_15118-RA	LHUM_12713-RA, LHUM_10838-RA, LHUM_12828-RA, LHUM_10531-RA, LHUM_13378-RA, LHUM_10155-RA, LHUM_24191-RA
OG0000240	PBAR_16483-RA	LHUM_11862-RA, LHUM_14464-RA
OG0000241	PBAR_17228-RA	LHUM_13436-RA
OG0000241	PBAR_18812-RA	LHUM_13420-RA
OG0000241	PBAR_12594-RA	LHUM_18778-RA
OG0000242	PBAR_ar_Vasa-like-RB, PBAR_ar_Vasa-like-1	LHUM_17312-RA, LHUM_17312-RB
OG0000242	PBAR_ar_Belle-like-1	LHUM_23226-RA
OG0000243	PBAR_13898-RA	LHUM_18506-RA
OG0000244	PBAR_12777-RA	LHUM_11779-RA
OG0000244	PBAR_12771-RA	LHUM_11763-RA
OG0000244	PBAR_22591-RA	LHUM_24107-RA
OG0000245	PBAR_22993-RA, PBAR_23608-RA, PBAR_16200-RA, PBAR_16779-RA	LHUM_20693-RA
OG0000246	PBAR_10271-RA	LHUM_20496-RA
OG0000246	PBAR_23579-RA, PBAR_23588-RA	LHUM_20493-RA, LHUM_24629-RA
OG0000247	PBAR_11361-RA	LHUM_10204-RA, LHUM_18961-RA
OG0000248	PBAR_21114-RA	LHUM_12065-RA
OG0000248	PBAR_14409-RA	LHUM_12076-RA, LHUM_13098-RA
OG0000249	PBAR_23915-RA	LHUM_12302-RA
OG0000249	PBAR_23920-RA	LHUM_12298-RA
OG0000251	PBAR_23559-RA	LHUM_10344-RA, LHUM_25237-RA, LHUM_10724-RA, LHUM_15613-RA, LHUM_10381-RA, LHUM_11753-RA
OG0000252	PBAR_14829-RA	LHUM_13342-RA
OG0000252	PBAR_23692-RA	LHUM_21769-RA
OG0000253	PBAR_16783-RA	LHUM_13554-RA
OG0000253	PBAR_10793-RA	LHUM_20554-RA
OG0000253	PBAR_24684-RA	LHUM_18213-RA
OG0000254	PBAR_23158-RA	LHUM_24967-RA
OG0000254	PBAR_23159-RA	LHUM_24968-RA
OG0000254	PBAR_14153-RA	LHUM_23440-RA
OG0000256	PBAR_26335-RA	LHUM_24219-RA
OG0000256	PBAR_26334-RA	LHUM_24216-RA, LHUM_24217-RA
OG0000257	PBAR_11868-RA, PBAR_26338-RA	LHUM_18889-RA
OG0000258	PBAR_14337-RA, PBAR_13289-RA, PBAR_14340-RA, PBAR_24338-RA, PBAR_13285-RA, PBAR_18212-RA, PBAR_15138-RA	LHUM_11238-RA
OG0000259	PBAR_24188-RA	LHUM_23810-RA
OG0000260	PBAR_25749-RA	LHUM_23448-RA
OG0000260	PBAR_15782-RA	LHUM_12400-RA
OG0000260	PBAR_13641-RA	LHUM_20935-RA
OG0000261	PBAR_21923-RA	LHUM_20916-RA
OG0000261	PBAR_16175-RA	LHUM_12678-RA
OG0000261	PBAR_ar_Arf2-1	LHUM_14100-RA
OG0000262	PBAR_ar_aub-1	LHUM_um_Piwi-like-RA
OG0000262	PBAR_ar_AGO3-RA	LHUM_11634-RA
OG0000262	PBAR_ar_piwi-1	LHUM_19600-RA
OG0000264	PBAR_22470-RA	LHUM_10685-RA
OG0000264	PBAR_22469-RA	LHUM_10683-RA
OG0000265	PBAR_12867-RA	LHUM_20729-RA
OG0000265	PBAR_19231-RA	LHUM_20721-RA
OG0000265	PBAR_12869-RA	LHUM_20725-RA
OG0000266	PBAR_18224-RA, PBAR_18779-RA	LHUM_14181-RA
OG0000267	PBAR_11047-RA	LHUM_15881-RA
OG0000267	PBAR_12975-RA	LHUM_14953-RA
OG0000267	PBAR_23763-RA	LHUM_21594-RA
OG0000268	PBAR_26779-RA, PBAR_26780-RA, PBAR_26971-RA, PBAR_26972-RA, PBAR_26340-RA, PBAR_23537-RA	LHUM_25347-RA
OG0000269	PBAR_12289-RA	LHUM_20767-RA
OG0000269	PBAR_23235-RA	LHUM_19691-RA
OG0000269	PBAR_12295-RA	LHUM_20768-RA
OG0000270	PBAR_20393-RA	LHUM_20785-RA
OG0000270	PBAR_13584-RA	LHUM_14492-RA
OG0000270	PBAR_ar_trp-like-RA	LHUM_14898-RA
OG0000271	PBAR_10551-RA	LHUM_12808-RA
OG0000271	PBAR_10526-RA	LHUM_21972-RA, LHUM_21975-RA, LHUM_21974-RA, LHUM_10487-RA, LHUM_12809-RA
OG0000273	PBAR_13206-RA	LHUM_21698-RA
OG0000273	PBAR_16070-RA	LHUM_15856-RA
OG0000273	PBAR_20775-RA	LHUM_11097-RA
OG0000274	PBAR_16461-RA	LHUM_19643-RA
OG0000274	PBAR_21288-RA	LHUM_21770-RA
OG0000274	PBAR_21946-RA	LHUM_20858-RA
OG0000275	PBAR_26131-RA, PBAR_24673-RA, PBAR_24675-RA	LHUM_18209-RA, LHUM_18207-RA, LHUM_18208-RA, LHUM_18205-RA
OG0000276	PBAR_16246-RA, PBAR_16245-RA	LHUM_19051-RA
OG0000276	PBAR_16244-RA	LHUM_19053-RA, LHUM_13357-RA, LHUM_19050-RA
OG0000277	PBAR_18722-RA, PBAR_21497-RA, PBAR_21496-RA, PBAR_26109-RA, PBAR_26111-RA, PBAR_12564-RA, PBAR_12925-RA	LHUM_20723-RA
OG0000278	PBAR_26726-RA	LHUM_20021-RA, LHUM_11540-RA, LHUM_10795-RA, LHUM_25235-RA, LHUM_25279-RA, LHUM_12428-RA, LHUM_10347-RA
OG0000279	PBAR_22064-RA	LHUM_11448-RA
OG0000279	PBAR_25572-RA, PBAR_25564-RA	LHUM_15454-RA
OG0000280	PBAR_18758-RA, PBAR_23898-RA, PBAR_13491-RA, PBAR_13489-RA, PBAR_15959-RA, PBAR_18754-RA, PBAR_18755-RA	LHUM_14860-RA
OG0000281	PBAR_14683-RA	LHUM_16389-RA
OG0000281	PBAR_12826-RA	LHUM_17433-RA
OG0000281	PBAR_10152-RA	LHUM_20682-RA
OG0000282	PBAR_ar_jhamt-1, PBAR_26443-RA, PBAR_13964-RA, PBAR_16961-RA, PBAR_26440-RA, PBAR_26442-RA, PBAR_13963-RA	LHUM_17428-RA
OG0000283	snap_masked-pbar_scf7180000350343-abinit-gene-0.9-mRNA-1	LHUM_um_Toll-1_like1-RA
OG0000283	PBAR_ar_Toll-1-RA	LHUM_um_Toll-1c-RA, CG_02184994, LHUM_um_Toll1_like2-RA, LHUM_um_Toll-1b-RA, LHUM_um_Toll-1a-RA
OG0000284	PBAR_25920-RA, PBAR_22521-RA	LHUM_21140-RA
OG0000285	PBAR_17990-RA	LHUM_16949-RA
OG0000285	PBAR_17981-RA	LHUM_16954-RA
OG0000285	PBAR_17987-RA	LHUM_16951-RA
OG0000286	PBAR_14688-RA	LHUM_16383-RA
OG0000286	PBAR_14673-RA	LHUM_16382-RA
OG0000286	PBAR_14682-RA	LHUM_16388-RA
OG0000287	PBAR_18707-RA	LHUM_15892-RA
OG0000287	PBAR_24339-RA	LHUM_10535-RA, LHUM_13382-RA, LHUM_10081-RA, LHUM_10561-RA, LHUM_14708-RA, LHUM_23735-RA
OG0000288	PBAR_10077-RA	LHUM_25334-RA, LHUM_25391-RA, LHUM_25996-RA, LHUM_18585-RA, LHUM_22674-RA, LHUM_25277-RA, LHUM_25354-RA, LHUM_25516-RA
OG0000289	PBAR_17936-RA	LHUM_13385-RA, LHUM_13393-RA, LHUM_18388-RA, LHUM_10463-RA, LHUM_17833-RA, LHUM_19755-RA, LHUM_18389-RA, LHUM_25337-RA
OG0000290	PBAR_26748-RA	LHUM_25359-RA, LHUM_26010-RA
OG0000290	PBAR_26668-RA	LHUM_25743-RA, LHUM_25724-RA, LHUM_25476-RA, LHUM_15164-RA, LHUM_25294-RA
OG0000292	PBAR_20274-RA	LHUM_19029-RA, LHUM_19031-RA, LHUM_18673-RA, LHUM_18671-RA, LHUM_18672-RA, LHUM_24326-RA, LHUM_20416-RA, LHUM_22780-RA
OG0000293	PBAR_17587-RA	LHUM_10788-RA, LHUM_13221-RA, LHUM_11755-RA, LHUM_10786-RA, LHUM_13291-RA, LHUM_11760-RA, LHUM_23979-RA, LHUM_12927-RA
OG0000296	PBAR_17182-RA, PBAR_24707-RA	LHUM_11585-RA
OG0000296	PBAR_10293-RA	LHUM_22485-RA
OG0000297	PBAR_17659-RA	LHUM_10781-RA
OG0000297	PBAR_17656-RA	LHUM_10258-RA
OG0000298	PBAR_23728-RA	LHUM_20304-RA
OG0000298	PBAR_26215-RA, PBAR_22866-RA	LHUM_22233-RA
OG0000299	PBAR_13808-RA	LHUM_21939-RA
OG0000299	PBAR_ar_diap1-1	LHUM_21936-RA
OG0000300	PBAR_18805-RA, PBAR_10571-RA	LHUM_11581-RA, LHUM_25268-RA, LHUM_10082-RA, LHUM_10222-RA
OG0000301	PBAR_ar_Yp1-1	LHUM_25675-RA
OG0000301	PBAR_16965-RA	LHUM_17495-RA, LHUM_17497-RA, LHUM_17498-RA, LHUM_17501-RA
OG0000302	PBAR_17549-RA	LHUM_17644-RA
OG0000302	PBAR_ar_CG1358-1	LHUM_14592-RA
OG0000303	PBAR_23956-RA, PBAR_23955-RA	LHUM_26052-RA
OG0000305	PBAR_17193-RA, PBAR_10396-RA, PBAR_10400-RA	LHUM_19133-RA
OG0000306	PBAR_26078-RA	LHUM_18825-RA
OG0000306	PBAR_17012-RA	LHUM_20552-RA
OG0000306	PBAR_17046-RA	LHUM_13979-RA
OG0000307	PBAR_18409-RA, PBAR_14311-RA, PBAR_18411-RA, PBAR_26234-RA, PBAR_26704-RA, PBAR_18410-RA	LHUM_25244-RA
OG0000308	PBAR_25414-RA	LHUM_25713-RA
OG0000308	PBAR_25407-RA, PBAR_27135-RA	LHUM_18292-RA
OG0000309	PBAR_23511-RA	LHUM_22253-RA
OG0000310	PBAR_15669-RA	LHUM_21297-RA
OG0000310	PBAR_15229-RA, PBAR_16066-RA	LHUM_20871-RA
OG0000311	PBAR_15637-RA	LHUM_22169-RA
OG0000311	PBAR_22890-RA, PBAR_22902-RA	LHUM_22174-RA
OG0000312	PBAR_18305-RA	LHUM_17688-RA
OG0000312	PBAR_12389-RA	LHUM_11398-RA, LHUM_11387-RA, LHUM_11399-RA
OG0000314	PBAR_10047-RA	LHUM_14534-RA
OG0000315	PBAR_13814-RA	LHUM_13361-RA, LHUM_10483-RA, LHUM_10738-RA, LHUM_13359-RA, LHUM_13198-RA, LHUM_14524-RA
OG0000317	PBAR_17550-RA, PBAR_17552-RA	LHUM_17630-RA
OG0000317	PBAR_25853-RA	LHUM_21083-RA
OG0000318	PBAR_ar_GP93-1	LHUM_14339-RA
OG0000318	PBAR_ar_hsp90-1	LHUM_22981-RA, LHUM_15144-RA
OG0000319	PBAR_16061-RA	LHUM_20099-RA
OG0000319	PBAR_21001-RA, PBAR_16063-RA	LHUM_20098-RA
OG0000320	PBAR_24705-RA, PBAR_11118-RA, PBAR_22316-RA, PBAR_18794-RA	LHUM_14489-RA
OG0000321	PBAR_18685-RA	LHUM_10242-RA, LHUM_10227-RA, LHUM_10117-RA, LHUM_10116-RA
OG0000322	PBAR_12792-RA	LHUM_16584-RA, LHUM_15339-RA, LHUM_14615-RA
OG0000323	PBAR_20734-RA	LHUM_19337-RA
OG0000323	PBAR_16316-RA	LHUM_11965-RA
