Orthogroup	pbar_annotation	lhum_annotation
OG0009261	PBAR_16078-RA	LHUM_14749-RA
OG0009262	PBAR_16076-RA	LHUM_14747-RA
OG0009263	PBAR_16083-RA	LHUM_14750-RA
OG0009264	PBAR_16060-RA	LHUM_21978-RA
OG0009265	PBAR_16068-RA	LHUM_21968-RA
OG0009266	PBAR_16056-RA	LHUM_21977-RA
OG0009267	PBAR_16069-RA	LHUM_21970-RA
OG0009268	PBAR_16059-RA	LHUM_21971-RA
OG0009269	PBAR_21865-RA	LHUM_11270-RA
OG0009270	PBAR_15258-RA	LHUM_11260-RA
OG0009271	PBAR_15261-RA	LHUM_11264-RA
OG0009272	PBAR_21866-RA	LHUM_11259-RA
OG0009273	PBAR_15260-RA	LHUM_11263-RA
OG0009274	PBAR_15248-RA	LHUM_11267-RA
OG0009275	PBAR_15252-RA	LHUM_11271-RA
OG0009276	augustus_masked-pbar_scf7180000350321-abinit-gene-14.52-RA	LHUM_11254-RA
OG0009277	PBAR_21861-RA	LHUM_11255-RA
OG0009278	PBAR_ar_wingless-1	LHUM_um_wingless-RA
OG0009279	PBAR_21857-RA	LHUM_11252-RA
OG0009280	PBAR_21858-RA	LHUM_11253-RA
OG0009281	PBAR_21853-RA	LHUM_11246-RA
OG0009282	PBAR_21852-RA	LHUM_11245-RA
OG0009283	PBAR_21845-RA	LHUM_19879-RA
OG0009284	PBAR_21850-RA	LHUM_11244-RA
OG0009285	PBAR_21851-RA	LHUM_19878-RA
OG0009286	PBAR_19864-RA	LHUM_19880-RA
OG0009287	PBAR_19861-RA	LHUM_19876-RA
OG0009288	PBAR_19862-RA	LHUM_19877-RA
OG0009289	PBAR_19854-RA	LHUM_19858-RA
OG0009290	PBAR_19858-RA	LHUM_19867-RA
OG0009291	PBAR_ar_RpL13A-1	LHUM_19860-RA
OG0009292	PBAR_19845-RA	LHUM_19864-RA
OG0009293	PBAR_ar_Gld2-like-1	LHUM_19862-RA
OG0009294	PBAR_19847-RA	LHUM_19871-RA
OG0009295	PBAR_19840-RA	LHUM_19868-RA
OG0009296	PBAR_19843-RA	LHUM_19854-RA
OG0009297	PBAR_19842-RA	LHUM_19866-RA
OG0009298	PBAR_19852-RA	LHUM_19859-RA
OG0009299	PBAR_19849-RA	LHUM_19855-RA
OG0009300	PBAR_19835-RA	LHUM_19847-RA
OG0009301	PBAR_19836-RA	LHUM_19846-RA
OG0009302	PBAR_19838-RA	LHUM_19849-RA
OG0009303	PBAR_19834-RA	LHUM_19844-RA
OG0009304	PBAR_19831-RA	LHUM_19838-RA
OG0009305	PBAR_19828-RA	LHUM_19834-RA
OG0009306	PBAR_19825-RA	LHUM_19831-RA
OG0009307	PBAR_19829-RA	LHUM_19835-RA
OG0009308	PBAR_19827-RA	LHUM_19839-RA
OG0009309	PBAR_19822-RA	LHUM_19830-RA
OG0009310	PBAR_19823-RA	LHUM_19832-RA
OG0009311	PBAR_19826-RA	LHUM_19837-RA
OG0009312	PBAR_19824-RA	LHUM_19836-RA
OG0009313	PBAR_16611-RA	LHUM_19827-RA
OG0009314	PBAR_16609-RA	LHUM_19825-RA
OG0009315	PBAR_16610-RA	LHUM_19826-RA
OG0009316	PBAR_10107-RA	LHUM_19818-RA
OG0009317	PBAR_19791-RA	LHUM_19816-RA
OG0009318	PBAR_19788-RA	LHUM_10924-RA
OG0009319	PBAR_19790-RA	LHUM_19815-RA
OG0009320	PBAR_16197-RA	LHUM_20912-RA
OG0009321	PBAR_16191-RA	LHUM_20923-RA
OG0009322	PBAR_16195-RA	LHUM_20913-RA
OG0009323	PBAR_19769-RA	LHUM_10920-RA
OG0009324	PBAR_12114-RA	LHUM_20910-RA
OG0009325	PBAR_23349-RA	LHUM_20900-RA
OG0009326	PBAR_23354-RA	LHUM_20897-RA
OG0009327	PBAR_23352-RA	LHUM_20896-RA
OG0009328	PBAR_23353-RA	LHUM_20895-RA
OG0009329	PBAR_23350-RA	LHUM_20901-RA
OG0009330	PBAR_23351-RA	LHUM_20893-RA
OG0009331	PBAR_23348-RA	LHUM_20899-RA
OG0009332	PBAR_ar_eag-RA	LHUM_um_eag-RA
OG0009333	PBAR_23342-RA	LHUM_20889-RA
OG0009334	PBAR_10205-RA	LHUM_20890-RA
OG0009335	PBAR_23343-RA	LHUM_20888-RA
OG0009336	PBAR_23345-RA	LHUM_20891-RA
OG0009337	PBAR_15219-RA	LHUM_20884-RA
OG0009338	PBAR_15234-RA	LHUM_20875-RA
OG0009339	PBAR_15225-RA	LHUM_20878-RA
OG0009340	PBAR_15216-RA	LHUM_20880-RA
OG0009341	PBAR_15233-RA	LHUM_20874-RA
OG0009342	PBAR_15230-RA	LHUM_20873-RA
OG0009343	PBAR_15215-RA	LHUM_20887-RA
OG0009344	PBAR_15218-RA	LHUM_20868-RA
OG0009345	PBAR_15217-RA	LHUM_20881-RA
OG0009346	PBAR_15224-RA	LHUM_20879-RA
OG0009347	PBAR_15231-RA	LHUM_20872-RA
OG0009348	PBAR_ar_Tyr1-1	LHUM_20865-RA
OG0009349	PBAR_15232-RA	LHUM_20870-RA
OG0009350	PBAR_15220-RA	LHUM_20882-RA
OG0009351	PBAR_15242-RA	LHUM_20852-RA
OG0009352	PBAR_15239-RA	LHUM_20867-RA
OG0009353	PBAR_15243-RA	LHUM_20864-RA
OG0009354	PBAR_15241-RA	LHUM_20863-RA
OG0009355	PBAR_15254-RA	LHUM_20855-RA
OG0009356	PBAR_16072-RA	LHUM_15864-RA
OG0009357	PBAR_16062-RA	LHUM_15855-RA
OG0009358	PBAR_16073-RA	LHUM_15860-RA
OG0009359	PBAR_15240-RA	LHUM_20853-RA
OG0009360	PBAR_ar_dcr2-1	LHUM_15872-RA
OG0009361	PBAR_16058-RA	LHUM_15853-RA
OG0009362	PBAR_16054-RA	LHUM_15866-RA
OG0009363	PBAR_16044-RA	LHUM_15852-RA
OG0009364	PBAR_16053-RA	LHUM_15862-RA
OG0009365	PBAR_16051-RA	LHUM_15859-RA
OG0009366	PBAR_16045-RA	LHUM_15854-RA
OG0009367	PBAR_16052-RA	LHUM_15863-RA
OG0009368	PBAR_16049-RA	LHUM_15858-RA
OG0009369	PBAR_16067-RA	LHUM_15857-RA
OG0009370	PBAR_ar_ubiquitin-RA	LHUM_15843-RA
OG0009371	PBAR_ar_CG9932-like-1	LHUM_15841-RA
OG0009372	PBAR_16040-RA	LHUM_15848-RA
OG0009373	PBAR_16030-RA	LHUM_15842-RA
OG0009374	PBAR_16029-RA	LHUM_15847-RA
OG0009375	PBAR_ar_mio-like-1	LHUM_15849-RA
OG0009376	PBAR_16047-RA	LHUM_15846-RA
OG0009377	PBAR_16015-RA	LHUM_13227-RA
OG0009378	PBAR_16034-RA	LHUM_15829-RA
OG0009379	PBAR_16023-RA	LHUM_13228-RA
OG0009380	PBAR_ar_ABHD11_like-1	LHUM_13225-RA
OG0009381	PBAR_16038-RA	LHUM_15835-RA
OG0009382	PBAR_16010-RA	LHUM_13222-RA
OG0009383	PBAR_16016-RA	LHUM_13226-RA
OG0009384	PBAR_16031-RA	LHUM_15826-RA
OG0009385	PBAR_16043-RA	LHUM_15850-RA
OG0009386	PBAR_16035-RA	LHUM_15845-RA
OG0009387	PBAR_16000-RA	LHUM_19499-RA
OG0009388	PBAR_15975-RA	LHUM_19517-RA
OG0009389	PBAR_15979-RA	LHUM_19524-RA
OG0009390	PBAR_15974-RA	LHUM_19500-RA
OG0009391	PBAR_15984-RA	LHUM_19529-RA
OG0009392	PBAR_16196-RA	LHUM_20914-RA
OG0009393	PBAR_16198-RA	LHUM_20918-RA
OG0009394	PBAR_16190-RA	LHUM_20919-RA
OG0009395	PBAR_16004-RA	LHUM_13208-RA
OG0009396	PBAR_16192-RA	LHUM_20925-RA
OG0009397	PBAR_15973-RA	LHUM_20642-RA
OG0009398	PBAR_19111-RA	LHUM_19227-RA
OG0009399	PBAR_ar_eas-like-RA	LHUM_19230-RA
OG0009400	PBAR_22047-RA	LHUM_19014-RA
OG0009401	PBAR_19112-RA	LHUM_19233-RA
OG0009402	PBAR_ar_Syt1-1	LHUM_19019-RA
OG0009403	PBAR_22052-RA	LHUM_19018-RA
OG0009404	PBAR_22044-RA	LHUM_19013-RA
OG0009405	PBAR_10244-RA	LHUM_19016-RA
OG0009406	PBAR_20056-RA	LHUM_21963-RA
OG0009407	PBAR_20043-RA	LHUM_21956-RA
OG0009408	PBAR_20044-RA	LHUM_21927-RA
OG0009409	PBAR_20054-RA	LHUM_21962-RA
OG0009410	PBAR_19720-RA	LHUM_11632-RA
OG0009411	PBAR_19717-RA	LHUM_11629-RA
OG0009412	PBAR_22418-RA	LHUM_18233-RA
OG0009413	PBAR_22420-RA	LHUM_18234-RA
OG0009414	PBAR_22411-RA	LHUM_18237-RA
OG0009415	PBAR_11990-RA	LHUM_18229-RA
OG0009416	PBAR_11997-RA	LHUM_18164-RA
OG0009417	PBAR_12011-RA	LHUM_17729-RA
OG0009418	PBAR_11999-RA	LHUM_17725-RA
OG0009419	PBAR_ar_Stat92E-1	CG_02184482
OG0009420	PBAR_12001-RA	LHUM_18165-RA
OG0009421	PBAR_11992-RA	LHUM_17730-RA
OG0009422	PBAR_12005-RA	LHUM_18185-RA
OG0009423	PBAR_11994-RA	LHUM_18157-RA
OG0009424	PBAR_11989-RA	LHUM_17732-RA
OG0009425	PBAR_12000-RA	LHUM_18169-RA
OG0009426	PBAR_12003-RA	LHUM_18235-RA
OG0009427	PBAR_11991-RA	LHUM_18154-RA
OG0009428	PBAR_12007-RA	LHUM_23111-RA
OG0009429	PBAR_12018-RA	LHUM_18054-RA
OG0009430	PBAR_24292-RA	LHUM_18996-RA
OG0009431	PBAR_12019-RA	LHUM_18055-RA
OG0009432	PBAR_24290-RA	LHUM_18995-RA
OG0009433	PBAR_24288-RA	LHUM_18987-RA
OG0009434	PBAR_24295-RA	LHUM_23130-RA
OG0009435	PBAR_12015-RA	LHUM_18052-RA
OG0009436	PBAR_12020-RA	LHUM_18982-RA
OG0009437	PBAR_12016-RA	LHUM_18974-RA
OG0009438	PBAR_24296-RA	LHUM_23136-RA
OG0009439	PBAR_24298-RA	LHUM_23131-RA
OG0009440	PBAR_24302-RA	LHUM_23112-RA
OG0009441	PBAR_24308-RA	LHUM_16663-RA
OG0009442	PBAR_24307-RA	LHUM_23135-RA
OG0009443	PBAR_24301-RA	LHUM_23117-RA
OG0009444	PBAR_ar_DopR2-RA	LHUM_16667-RA
OG0009445	PBAR_24306-RA	LHUM_16671-RA
OG0009446	PBAR_24304-RA	LHUM_23134-RA
OG0009447	PBAR_24315-RA	LHUM_23114-RA
OG0009448	PBAR_24329-RA	LHUM_20404-RA
OG0009449	PBAR_12555-RA	LHUM_25188-RA
OG0009450	PBAR_24324-RA	LHUM_20403-RA
OG0009451	PBAR_24328-RA	LHUM_23119-RA
OG0009452	PBAR_24310-RA	LHUM_23113-RA
OG0009453	PBAR_ar_delta-RA	LHUM_um_delta-RA
OG0009454	PBAR_12117-RA	LHUM_23616-RA
OG0009455	PBAR_18005-RA	LHUM_19625-RA
OG0009456	PBAR_11008-RA	LHUM_23449-RA
OG0009457	PBAR_17232-RA	LHUM_13438-RA
OG0009458	PBAR_18822-RA	LHUM_13421-RA
OG0009459	PBAR_18717-RA	LHUM_12386-RA
OG0009460	PBAR_18815-RA	LHUM_13414-RA
OG0009461	PBAR_18819-RA	LHUM_13415-RA
OG0009462	PBAR_25377-RA	LHUM_18268-RA
OG0009463	PBAR_ar_WBSCR22-1	LHUM_24847-RA
OG0009464	PBAR_15904-RA	LHUM_24854-RA
OG0009465	PBAR_ar_spalt-1	LHUM_24861-RA
OG0009466	PBAR_19131-RA	LHUM_24868-RA
OG0009467	PBAR_19129-RA	LHUM_24866-RA
OG0009468	PBAR_19122-RA	LHUM_24860-RA
OG0009469	PBAR_19119-RA	LHUM_24862-RA
OG0009470	PBAR_19130-RA	LHUM_24867-RA
OG0009471	PBAR_19133-RA	LHUM_24857-RA
OG0009472	PBAR_19136-RA	LHUM_24865-RA
OG0009473	PBAR_19135-RA	LHUM_24871-RA
OG0009474	PBAR_19124-RA	LHUM_24859-RA
OG0009475	PBAR_19132-RA	LHUM_24856-RA
OG0009476	PBAR_19120-RA	LHUM_24858-RA
OG0009477	PBAR_19142-RA	LHUM_24883-RA
OG0009478	PBAR_19143-RA	LHUM_24880-RA
OG0009479	PBAR_19141-RA	LHUM_24875-RA
OG0009480	PBAR_19137-RA	LHUM_24874-RA
OG0009482	PBAR_18714-RA	LHUM_12384-RA
OG0009483	PBAR_18710-RA	LHUM_12390-RA
OG0009484	PBAR_18709-RA	LHUM_12389-RA
OG0009485	PBAR_12720-RA	LHUM_12371-RA
OG0009486	PBAR_12719-RA	LHUM_12374-RA
OG0009487	PBAR_15170-RA	LHUM_12375-RA
OG0009488	PBAR_23551-RA	LHUM_12356-RA
OG0009489	PBAR_23553-RA	LHUM_16948-RA
OG0009490	PBAR_23549-RA	LHUM_16956-RA
OG0009491	PBAR_23554-RA	LHUM_12358-RA
OG0009492	PBAR_14708-RA	LHUM_11403-RA
OG0009493	PBAR_ar_TepIII-RA	LHUM_um_TepIII-RA
OG0009494	PBAR_16993-RA	LHUM_11400-RA
OG0009495	PBAR_17000-RA	LHUM_11409-RA
OG0009496	PBAR_16680-RA	LHUM_10944-RA
OG0009497	PBAR_16677-RA	LHUM_23438-RA
OG0009498	PBAR_16676-RA	LHUM_10953-RA
OG0009499	PBAR_16678-RA	LHUM_10951-RA
OG0009500	PBAR_ar_Ndufs3_like-1	LHUM_10950-RA
OG0009501	PBAR_25217-RA	LHUM_11404-RA
OG0009502	PBAR_14667-RA	LHUM_10949-RA
OG0009503	PBAR_14662-RA	LHUM_10954-RA
OG0009504	PBAR_14664-RA	LHUM_10945-RA
OG0009505	PBAR_14665-RA	LHUM_10956-RA
OG0009506	PBAR_14668-RA	LHUM_10952-RA
OG0009507	PBAR_14666-RA	LHUM_10958-RA
OG0009508	PBAR_14655-RA	LHUM_10963-RA
OG0009509	PBAR_14657-RA	LHUM_23388-RA
OG0009510	PBAR_14658-RA	LHUM_10959-RA
OG0009511	PBAR_14652-RA	LHUM_10968-RA
OG0009512	PBAR_14656-RA	LHUM_10955-RA
OG0009513	PBAR_ar_Cox5a_like-1	LHUM_23400-RA
OG0009514	PBAR_14644-RA	LHUM_23392-RA
OG0009515	PBAR_14643-RA	LHUM_23336-RA
OG0009516	PBAR_14642-RA	LHUM_23403-RA
OG0009517	PBAR_14648-RA	LHUM_23395-RA
OG0009518	PBAR_14649-RA	LHUM_23399-RA
OG0009519	PBAR_14646-RA	LHUM_23335-RA
OG0009520	PBAR_14631-RA	LHUM_23324-RA
OG0009521	PBAR_14632-RA	LHUM_23325-RA
OG0009522	PBAR_14627-RA	LHUM_23321-RA
OG0009523	PBAR_14630-RA	LHUM_23323-RA
OG0009524	PBAR_11333-RA	LHUM_23316-RA
OG0009525	PBAR_16995-RA	LHUM_23312-RA
OG0009526	PBAR_ar_GNBP1-1-1	LHUM_um_GNBP1-1-RA
OG0009527	PBAR_16688-RA	LHUM_19630-RA
OG0009528	PBAR_16685-RA	LHUM_19628-RA
OG0009529	PBAR_16686-RA	LHUM_19634-RA
OG0009530	PBAR_16689-RA	LHUM_19632-RA
OG0009531	PBAR_16693-RA	LHUM_19639-RA
OG0009532	PBAR_13089-RA	LHUM_19395-RA
OG0009533	PBAR_13088-RA	LHUM_19637-RA
OG0009534	PBAR_13094-RA	LHUM_19393-RA
OG0009535	PBAR_13087-RA	LHUM_19391-RA
OG0009536	PBAR_13090-RA	LHUM_25788-RA
OG0009537	PBAR_13095-RA	LHUM_19397-RA
OG0009538	PBAR_19225-RA	LHUM_24770-RA
OG0009539	PBAR_19227-RA	LHUM_24780-RA
OG0009540	PBAR_16851-RA	LHUM_19626-RA
OG0009541	PBAR_16854-RA	LHUM_19621-RA
OG0009542	PBAR_17073-RA	LHUM_24784-RA
OG0009543	PBAR_22354-RA	LHUM_19394-RA
OG0009544	PBAR_16849-RA	LHUM_23307-RA
OG0009545	PBAR_16845-RA	LHUM_23304-RA
OG0009546	PBAR_16842-RA	LHUM_23302-RA
OG0009547	PBAR_26609-RA	LHUM_26036-RA
OG0009548	PBAR_16839-RA	LHUM_23301-RA
OG0009549	PBAR_16834-RA	LHUM_23293-RA
OG0009550	PBAR_16836-RA	LHUM_23295-RA
OG0009551	PBAR_11889-RA	LHUM_23296-RA
OG0009552	PBAR_11898-RA	LHUM_23294-RA
OG0009553	PBAR_11891-RA	LHUM_23297-RA
OG0009554	PBAR_11888-RA	LHUM_23290-RA
OG0009555	PBAR_11894-RA	LHUM_23289-RA
OG0009556	PBAR_11890-RA	LHUM_23287-RA
OG0009557	PBAR_11897-RA	LHUM_23285-RA
OG0009558	PBAR_11896-RA	LHUM_23288-RA
OG0009559	PBAR_20187-RA	LHUM_23284-RA
OG0009560	PBAR_20194-RA	LHUM_23280-RA
OG0009561	PBAR_20193-RA	LHUM_23281-RA
OG0009562	PBAR_20195-RA	LHUM_23278-RA
OG0009563	PBAR_20197-RA	LHUM_23267-RA
OG0009564	PBAR_13484-RA	LHUM_23262-RA
OG0009565	PBAR_10044-RA	LHUM_23271-RA
OG0009566	PBAR_13490-RA	LHUM_26030-RA
OG0009567	PBAR_13481-RA	LHUM_23256-RA
OG0009568	PBAR_10043-RA	LHUM_23260-RA
OG0009569	PBAR_13482-RA	LHUM_23259-RA
OG0009570	PBAR_17071-RA	LHUM_23273-RA
OG0009571	PBAR_17985-RA	LHUM_16947-RA
OG0009572	PBAR_17988-RA	LHUM_20524-RA
OG0009573	PBAR_17989-RA	LHUM_23407-RA
OG0009574	PBAR_ar_Ndufs1-RA	LHUM_12313-RA
OG0009575	PBAR_17979-RA	LHUM_16953-RA
OG0009576	PBAR_18006-RA	LHUM_12312-RA
OG0009577	PBAR_17998-RA	LHUM_23258-RA
OG0009578	PBAR_17986-RA	LHUM_20530-RA
OG0009579	PBAR_ar_RpL5-1	LHUM_23270-RA
OG0009580	PBAR_17992-RA	LHUM_20529-RA
OG0009581	PBAR_13461-RA	LHUM_23263-RA
OG0009582	PBAR_13479-RA	LHUM_23275-RA
OG0009583	PBAR_13487-RA	LHUM_23268-RA
OG0009584	PBAR_17984-RA	LHUM_16945-RA
OG0009585	PBAR_17971-RA	LHUM_16955-RA
OG0009586	PBAR_17975-RA	LHUM_16946-RA
OG0009587	PBAR_23060-RA	LHUM_24829-RA
OG0009588	PBAR_23065-RA	LHUM_24832-RA
OG0009589	PBAR_23064-RA	LHUM_24834-RA
OG0009590	PBAR_23063-RA	LHUM_24833-RA
OG0009591	PBAR_23066-RA	LHUM_24831-RA
OG0009592	PBAR_23070-RA	LHUM_24836-RA
OG0009593	PBAR_23075-RA	LHUM_24841-RA
OG0009594	PBAR_23074-RA	LHUM_24840-RA
OG0009595	PBAR_ar_tartan-capricious-likeB-1	LHUM_24835-RA
OG0009596	PBAR_23076-RA	LHUM_24842-RA
OG0009597	PBAR_23072-RA	LHUM_24839-RA
OG0009598	PBAR_18731-RA	LHUM_15162-RA
OG0009599	PBAR_18724-RA	LHUM_15156-RA
OG0009600	PBAR_18723-RA	LHUM_15161-RA
OG0009601	PBAR_18721-RA	LHUM_15155-RA
OG0009602	PBAR_ar_par-1-1	LHUM_15157-RA
OG0009603	PBAR_17595-RA	LHUM_15149-RA
OG0009604	PBAR_17589-RA	LHUM_15152-RA
OG0009605	PBAR_17593-RA	LHUM_15148-RA
OG0009606	PBAR_18720-RA	LHUM_15145-RA
OG0009607	PBAR_17594-RA	LHUM_15146-RA
OG0009608	PBAR_ar_Tudor-SN-like-1	LHUM_15147-RA
OG0009609	PBAR_17590-RA	LHUM_15154-RA
OG0009610	PBAR_17588-RA	LHUM_15136-RA
OG0009612	PBAR_17616-RA	LHUM_15040-RA
OG0009613	PBAR_17598-RA	LHUM_20988-RA
OG0009614	PBAR_17605-RA	LHUM_15050-RA
OG0009615	PBAR_17600-RA	LHUM_15052-RA
OG0009616	PBAR_ar_cycle-1	LHUM_15139-RA
OG0009617	PBAR_17597-RA	LHUM_15135-RA
OG0009618	PBAR_17610-RA	LHUM_15045-RA
OG0009619	PBAR_17613-RA	LHUM_15039-RA
OG0009620	PBAR_17611-RB	LHUM_15044-RA
OG0009621	PBAR_17607-RA	LHUM_15047-RA
OG0009622	PBAR_17609-RA	LHUM_15046-RA
OG0009623	PBAR_17619-RA	LHUM_25418-RA
OG0009624	PBAR_17614-RA	LHUM_15034-RA
OG0009625	PBAR_ar_cryptochrome2-1	LHUM_14904-RA
OG0009626	PBAR_ar_Pfk-1	LHUM_15038-RA
OG0009627	PBAR_ar_TRAM-1	LHUM_15037-RA
OG0009628	PBAR_17623-RA	LHUM_15035-RA
OG0009629	PBAR_17634-RA	LHUM_15028-RA
OG0009630	PBAR_17631-RA	LHUM_15032-RA
OG0009631	PBAR_22289-RA	LHUM_15023-RA
OG0009632	PBAR_22298-RA	LHUM_15026-RA
OG0009633	PBAR_22291-RA	LHUM_15022-RA
OG0009634	PBAR_22307-RA	LHUM_15018-RA
OG0009635	PBAR_22314-RA	LHUM_15025-RA
OG0009636	PBAR_22293-RA	LHUM_15020-RA
OG0009637	PBAR_22300-RA	LHUM_12435-RA
OG0009638	PBAR_22297-RA	LHUM_15737-RA
OG0009639	PBAR_22301-RA	LHUM_15738-RA
OG0009640	PBAR_22292-RA	LHUM_15747-RA
OG0009641	PBAR_22295-RA	LHUM_12434-RA
OG0009642	PBAR_22290-RA	LHUM_15019-RA
OG0009643	PBAR_22285-RA	LHUM_11519-RA
OG0009644	PBAR_22281-RA	LHUM_11523-RA
OG0009645	PBAR_22279-RA	LHUM_11520-RA
OG0009646	PBAR_22283-RA	LHUM_11524-RA
OG0009647	PBAR_22280-RA	LHUM_11883-RA
OG0009648	PBAR_22277-RA	LHUM_11880-RA
OG0009649	PBAR_22282-RA	LHUM_11882-RA
OG0009650	PBAR_22276-RA	LHUM_10455-RA
OG0009651	PBAR_22258-RA	LHUM_12588-RA
OG0009652	PBAR_22261-RA	LHUM_12578-RA
OG0009653	PBAR_22265-RA	LHUM_10444-RA
OG0009654	PBAR_22266-RA	LHUM_10446-RA
OG0009655	PBAR_22267-RA	LHUM_10445-RA
OG0009656	PBAR_22259-RA	LHUM_23853-RA
OG0009657	PBAR_22262-RA	LHUM_23852-RA
OG0009658	PBAR_22264-RA	LHUM_12582-RA
OG0009659	PBAR_22263-RA	LHUM_12580-RA
OG0009660	PBAR_22257-RA	LHUM_12589-RA
OG0009661	PBAR_22256-RA	LHUM_23857-RA
OG0009662	PBAR_26973-RA	LHUM_23858-RA
OG0009663	PBAR_22255-RA	LHUM_23859-RA
OG0009664	PBAR_22254-RA	LHUM_23864-RA
OG0009665	PBAR_22250-RA	LHUM_23862-RA
OG0009666	PBAR_22245-RA	LHUM_23868-RA
OG0009667	PBAR_22249-RA	LHUM_23863-RA
OG0009668	PBAR_22241-RA	LHUM_23865-RA
OG0009669	PBAR_22246-RA	LHUM_23866-RA
OG0009670	PBAR_22252-RA	LHUM_23861-RA
OG0009671	PBAR_21174-RA	LHUM_20520-RA
OG0009672	PBAR_17470-RA	LHUM_24975-RA
OG0009673	PBAR_21579-RA	LHUM_21034-RA
OG0009674	PBAR_ar_sgg-like-1	LHUM_21036-RA
OG0009675	PBAR_17387-RA	LHUM_13112-RA
OG0009676	PBAR_17391-RA	LHUM_13115-RA
OG0009677	PBAR_ar_kinesin_light_chain-1	LHUM_12957-RA
OG0009678	PBAR_17397-RA	LHUM_13120-RA
OG0009679	PBAR_17395-RA	LHUM_13119-RA
OG0009680	PBAR_17388-RA	LHUM_13113-RA
OG0009681	PBAR_17398-RA	LHUM_13114-RA
OG0009682	PBAR_17400-RA	LHUM_13122-RA
OG0009683	PBAR_17399-RA	LHUM_13121-RA
OG0009684	PBAR_17402-RA	LHUM_13125-RA
OG0009685	PBAR_17401-RA	LHUM_13124-RA
OG0009686	PBAR_17411-RA	LHUM_13131-RA
OG0009687	PBAR_17415-RA	LHUM_13134-RA
OG0009688	PBAR_17408-RA	LHUM_13129-RA
OG0009689	PBAR_17413-RA	LHUM_13132-RA
OG0009690	PBAR_17409-RA	LHUM_13130-RA
OG0009691	PBAR_17406-RA	LHUM_13128-RA
OG0009692	PBAR_17417-RA	LHUM_13135-RA
OG0009693	PBAR_17412-RA	LHUM_13133-RA
OG0009694	PBAR_17418-RA	LHUM_13136-RA
OG0009695	PBAR_17421-RA	LHUM_13139-RA
OG0009696	PBAR_17422-RA	LHUM_13140-RA
OG0009697	PBAR_17429-RA	LHUM_13009-RA
OG0009698	PBAR_17426-RA	LHUM_13007-RA
OG0009699	PBAR_23948-RA	LHUM_13154-RA
OG0009700	PBAR_13543-RA	LHUM_13156-RA
OG0009701	PBAR_17430-RA	LHUM_13155-RA
OG0009702	PBAR_11317-RA	LHUM_13161-RA
OG0009703	PBAR_13541-RA	LHUM_13158-RA
OG0009704	PBAR_23949-RA	LHUM_13159-RA
OG0009705	PBAR_13539-RA	LHUM_13160-RA
OG0009706	PBAR_17427-RA	LHUM_13163-RA
OG0009707	PBAR_11327-RA	LHUM_13151-RA
OG0009708	PBAR_11326-RA	LHUM_13150-RA
OG0009709	PBAR_11328-RA	LHUM_13148-RA
OG0009710	PBAR_11322-RA	LHUM_13157-RA
OG0009711	PBAR_23386-RA	LHUM_13143-RA
OG0009712	PBAR_ar_RpL19-1	LHUM_13145-RA
OG0009713	PBAR_23381-RA	LHUM_12990-RA
OG0009714	PBAR_23388-RA	LHUM_13144-RA
OG0009715	PBAR_10025-RA	LHUM_13149-RA
OG0009716	PBAR_23383-RA	LHUM_12998-RA
OG0009717	PBAR_23379-RA	LHUM_12992-RA
OG0009718	PBAR_23390-RA	LHUM_13003-RA
OG0009719	PBAR_23375-RA	LHUM_12953-RA
OG0009720	PBAR_23373-RA	LHUM_12952-RA
OG0009721	PBAR_23366-RA	LHUM_12956-RA
OG0009722	PBAR_23365-RA	LHUM_12950-RA
OG0009723	PBAR_23376-RA	LHUM_12955-RA
OG0009724	PBAR_23370-RA	LHUM_12948-RA
OG0009725	PBAR_23363-RA	LHUM_14545-RA
OG0009726	PBAR_ar_-Pi3K21B-1	LHUM_12947-RA
OG0009727	PBAR_23362-RA	LHUM_16403-RA
OG0009728	PBAR_23360-RA	LHUM_16398-RA
OG0009729	PBAR_14687-RA	LHUM_16385-RA
OG0009730	PBAR_ar_tartan-capricious-likeA-RC	LHUM_16394-RA
OG0009731	PBAR_14686-RA	LHUM_16381-RA
OG0009732	PBAR_14690-RA	LHUM_16391-RA
OG0009733	PBAR_14676-RA	LHUM_16380-RA
OG0009734	PBAR_14675-RA	LHUM_16375-RA
OG0009735	PBAR_14674-RA	LHUM_16384-RA
OG0009736	PBAR_18400-RA	LHUM_16369-RA
OG0009737	CG_02549972	LHUM_16372-RA
OG0009738	PBAR_18397-RA	LHUM_16373-RA
OG0009739	PBAR_18401-RA	LHUM_16370-RA
OG0009740	PBAR_19158-RA	LHUM_12951-RA
OG0009741	PBAR_18404-RA	LHUM_16351-RA
OG0009742	PBAR_15307-RA	LHUM_20830-RA
OG0009743	PBAR_15311-RA	LHUM_20833-RA
OG0009744	PBAR_15309-RA	LHUM_20831-RA
OG0009745	PBAR_15308-RA	LHUM_20829-RA
OG0009746	PBAR_15313-RA	LHUM_20832-RA
OG0009747	PBAR_15324-RA	LHUM_20840-RA
OG0009748	PBAR_15322-RA	LHUM_20839-RA
OG0009749	PBAR_15320-RA	LHUM_20837-RA
OG0009750	PBAR_15321-RA	LHUM_20838-RA
OG0009751	PBAR_15319-RA	LHUM_20843-RA
OG0009752	PBAR_19746-RA	LHUM_20841-RA
