Orthogroup	acep_annotation	lhum_annotation
OG0002598	ACEP_00016202-RA	LHUM_19189-RA
OG0002599	ACEP_00016199-RA	LHUM_19254-RA
OG0002600	ACEP_00016200-RA	LHUM_12784-RA
OG0002601	ACEP_00016205-RA	LHUM_13827-RA
OG0002602	ACEP_00016201-RA	LHUM_19179-RA
OG0002603	ACEP_00016204-RA	LHUM_13822-RA
OG0002604	ACEP_00016195-RA	LHUM_19969-RA
OG0002605	ACEP_00016193-RA	LHUM_19978-RA
OG0002606	ACEP_00016194-RA	LHUM_19981-RA
OG0002607	ACEP_00016191-RA	LHUM_25227-RA
OG0002608	ACEP_00016198-RA	LHUM_19276-RA
OG0002609	ACEP_00016197-RA	LHUM_19186-RA
OG0002610	ACEP_00016196-RA	LHUM_19180-RA
OG0002611	ACEP_00016188-RA	LHUM_10612-RA
OG0002612	ACEP_00016189-RA	LHUM_10607-RA
OG0002613	Acep_Pros45_partial_-like-RA	LHUM_10815-RA
OG0002614	ACEP_00016757-RA	LHUM_12873-RA
OG0002615	ACEP_00016640-RA	LHUM_18915-RA
OG0002616	ACEP_00016043-RA	LHUM_19003-RA
OG0002617	ACEP_00016045-RA	LHUM_23122-RA
OG0002618	ACEP_00016034-RA	LHUM_17740-RA
OG0002619	ACEP_00016036-RA	LHUM_17738-RA
OG0002620	ACEP_00016033-RA	LHUM_17739-RA
OG0002621	ACEP_00016029-RA	LHUM_17742-RA
OG0002622	ACEP_00016031-RA	LHUM_17735-RA
OG0002623	ACEP_00016543-RA	LHUM_11021-RA
OG0002625	ACEP_00016717-RA	LHUM_13863-RA
OG0002626	ACEP_00015946-RA	LHUM_23209-RA
OG0002627	ACEP_00015952-RA	LHUM_23211-RA
OG0002628	ACEP_00015953-RA	LHUM_23208-RA
OG0002629	ACEP_00015944-RA	LHUM_23216-RA
OG0002630	ACEP_00015942-RA	LHUM_23221-RA
OG0002631	ACEP_00015935-RA	LHUM_23228-RA
OG0002632	ACEP_00015936-RA	LHUM_23223-RA
OG0002633	ACEP_00015940-RA	LHUM_23227-RA
OG0002634	ACEP_00015937-RA	LHUM_23225-RA
OG0002635	ACEP_00015941-RA	LHUM_23217-RA
OG0002636	ACEP_00015932-RA	LHUM_23224-RA
OG0002637	ACEP_00015925-RA	LHUM_20531-RA
OG0002638	ACEP_00015928-RA	LHUM_20527-RA
OG0002639	ACEP_00015926-RA	LHUM_20537-RA
OG0002640	ACEP_00015927-RA	LHUM_20541-RA
OG0002641	ACEP_00016561-RA	LHUM_24011-RA
OG0002642	ACEP_00014100-RA	LHUM_20348-RA
OG0002643	ACEP_00014096-RA	LHUM_20351-RA
OG0002644	ACEP_00014095-RA	LHUM_20347-RA
OG0002645	ACEP_00018110-RA	LHUM_25870-RA
OG0002646	ACEP_00014094-RA	LHUM_20344-RA
OG0002647	ACEP_00014092-RA	LHUM_20342-RA
OG0002648	ACEP_00014090-RA	LHUM_20340-RA
OG0002649	ACEP_00018113-RA	LHUM_25842-RA
OG0002650	ACEP_00014086-RA	LHUM_20341-RA
OG0002651	ACEP_00014084-RA	LHUM_20334-RA
OG0002652	ACEP_00014082-RA	LHUM_20338-RA
OG0002653	ACEP_00014075-RA	LHUM_20332-RA
OG0002654	ACEP_00014080-RA	LHUM_20336-RA
OG0002655	ACEP_00014081-RA	LHUM_20335-RA
OG0002656	ACEP_00014071-RA	LHUM_20331-RA
OG0002657	ACEP_00014073-RA	LHUM_20328-RA
OG0002658	ACEP_00014074-RA	LHUM_20330-RA
OG0002659	ACEP_00014070-RA	LHUM_20325-RA
OG0002660	ACEP_00014068-RA	LHUM_20327-RA
OG0002661	ACEP_00014066-RA	LHUM_20323-RA
OG0002662	ACEP_00014063-RA	LHUM_11971-RA
OG0002663	ACEP_00014069-RA	LHUM_20326-RA
OG0002664	ACEP_00014056-RA	LHUM_13994-RA
OG0002665	ACEP_00014057-RA	LHUM_13992-RA
OG0002666	ACEP_00014058-RA	LHUM_14309-RA
OG0002667	ACEP_00014059-RA	LHUM_14317-RA
OG0002668	ACEP_00014062-RA	LHUM_11970-RA
OG0002669	ACEP_00014050-RA	LHUM_15122-RA
OG0002670	ACEP_00014051-RA	LHUM_15123-RA
OG0002671	ACEP_00014046-RA	LHUM_11844-RA
OG0002672	ACEP_00014042-RA	LHUM_14682-RA
OG0002673	ACEP_00014040-RA	LHUM_22984-RA
OG0002674	ACEP_00014041-RA	LHUM_22982-RA
OG0002675	ACEP_00014037-RA	LHUM_11316-RA
OG0002676	ACEP_00016566-RA	LHUM_12090-RA
OG0002678	ACEP_00015265-RA	LHUM_24064-RA
OG0002679	ACEP_00015255-RA	LHUM_10900-RA
OG0002680	ACEP_00015261-RA	LHUM_24086-RA
OG0002681	ACEP_00018038-RA	LHUM_25990-RA
OG0002682	ACEP_00015263-RA	LHUM_24082-RA
OG0002683	ACEP_00015257-RA	LHUM_10889-RA
OG0002684	ACEP_00015250-RA	LHUM_22694-RA
OG0002685	ACEP_00015262-RA	LHUM_24077-RA
OG0002686	ACEP_00015251-RA	LHUM_22691-RA
OG0002687	ACEP_00015264-RA	LHUM_24080-RA
OG0002688	ACEP_00015243-RA	LHUM_24116-RA
OG0002689	ACEP_00015242-RA	LHUM_24121-RA
OG0002690	ACEP_00015248-RA	LHUM_24120-RA
OG0002691	ACEP_00015246-RA	LHUM_24122-RA
OG0002692	ACEP_00015239-RA	LHUM_24117-RA
OG0002693	ACEP_00015249-RA	LHUM_24118-RA
OG0002694	ACEP_00015238-RA	LHUM_24123-RA
OG0002695	ACEP_00015240-RA	LHUM_24126-RA
OG0002696	ACEP_00015233-RA	LHUM_24578-RA
OG0002697	ACEP_00015237-RA	LHUM_24125-RA
OG0002698	ACEP_00015230-RA	LHUM_18386-RA
OG0002699	ACEP_00015235-RA	LHUM_11774-RA
OG0002700	ACEP_00015228-RA	LHUM_24576-RA
OG0002701	ACEP_00015229-RA	LHUM_18387-RA
OG0002702	ACEP_00015234-RA	LHUM_11758-RA
OG0002703	ACEP_00015232-RA	LHUM_24577-RA
OG0002704	ACEP_00015227-RA	LHUM_24572-RA
OG0002705	ACEP_00015236-RA	LHUM_24124-RA
OG0002706	ACEP_00015219-RA	LHUM_16762-RA
OG0002707	ACEP_00015214-RA	LHUM_16766-RA
OG0002708	ACEP_00015223-RA	LHUM_24579-RA
OG0002709	ACEP_00015213-RA	LHUM_16764-RA
OG0002710	ACEP_00015225-RA	LHUM_24569-RA
OG0002711	ACEP_00015210-RA	LHUM_21614-RA
OG0002712	ACEP_00015212-RA	LHUM_21619-RA
OG0002713	ACEP_00015211-RA	LHUM_21618-RA
OG0002714	ACEP_00015205-RA	LHUM_24083-RA
OG0002715	ACEP_00015206-RA	LHUM_24076-RA
OG0002716	ACEP_00015201-RA	LHUM_24078-RA
OG0002717	ACEP_00015203-RA	LHUM_24079-RA
OG0002718	ACEP_00015204-RA	LHUM_24087-RA
OG0002719	ACEP_00015208-RA	LHUM_21609-RA
OG0002720	ACEP_00015188-RA	LHUM_14538-RA
OG0002721	ACEP_00015181-RA	LHUM_24100-RA
OG0002722	ACEP_00015182-RA	LHUM_24098-RA
OG0002723	ACEP_00015185-RA	LHUM_24104-RA
OG0002724	ACEP_00015176-RA	LHUM_12925-RA
OG0002725	ACEP_00015179-RA	LHUM_24102-RA
OG0002726	ACEP_00015186-RA	LHUM_24095-RA
OG0002727	ACEP_00015180-RA	LHUM_24094-RA
OG0002728	ACEP_00015183-RA	LHUM_24093-RA
OG0002729	ACEP_00015192-RA	LHUM_24103-RA
OG0002730	ACEP_00015193-RA	LHUM_24096-RA
OG0002731	ACEP_00009165-RA	LHUM_15752-RA
OG0002732	ACEP_00009151-RA	LHUM_24361-RA
OG0002733	ACEP_00009158-RA	LHUM_24420-RA
OG0002734	ACEP_00009156-RA	LHUM_24409-RA
OG0002735	ACEP_00009157-RA	LHUM_24426-RA
OG0002736	ACEP_00009150-RA	LHUM_24360-RA
OG0002737	ACEP_00009141-RA	LHUM_20698-RA
OG0002738	ACEP_00009136-RA	LHUM_20702-RA
OG0002739	ACEP_00009140-RA	LHUM_20701-RA
OG0002740	ACEP_00009134-RA	LHUM_20692-RA
OG0002741	ACEP_00017347-RA	LHUM_24355-RA
OG0002742	ACEP_00009143-RA	LHUM_24356-RA
OG0002743	ACEP_00009142-RA	LHUM_20700-RA
OG0002744	ACEP_00009147-RA	LHUM_23019-RA
OG0002745	ACEP_00009133-RA	LHUM_20699-RA
OG0002746	ACEP_00009138-RA	LHUM_20695-RA
OG0002747	ACEP_00009148-RA	LHUM_24364-RA
OG0002748	ACEP_00009124-RA	LHUM_13479-RA
OG0002749	ACEP_00009126-RA	LHUM_24405-RA
OG0002750	ACEP_00009121-RA	LHUM_12908-RA
OG0002751	ACEP_00009122-RA	LHUM_12910-RA
OG0002752	ACEP_00009127-RA	LHUM_24396-RA
OG0002753	ACEP_00009114-RA	LHUM_13525-RA
OG0002754	ACEP_00009111-RA	LHUM_13531-RA
OG0002755	ACEP_00009112-RA	LHUM_13518-RA
OG0002756	ACEP_00009110-RA	LHUM_13519-RA
OG0002757	ACEP_00009105-RA	LHUM_13536-RA
OG0002758	ACEP_00009104-RA	LHUM_13534-RA
OG0002759	ACEP_00009103-RA	LHUM_13523-RA
OG0002760	ACEP_00009108-RA	LHUM_13520-RA
OG0002761	ACEP_00009107-RA	LHUM_13522-RA
OG0002762	ACEP_00009115-RA	LHUM_13529-RA
OG0002763	ACEP_00009113-RA	LHUM_13532-RA
OG0002764	ACEP_00009109-RA	LHUM_13533-RA
OG0002765	ACEP_00009116-RA	LHUM_13517-RA
OG0002766	ACEP_00009117-RA	LHUM_13530-RA
OG0002767	ACEP_00009118-RA	LHUM_24423-RA
OG0002768	ACEP_00009097-RA	LHUM_13514-RA
OG0002769	ACEP_00009093-RA	LHUM_13511-RA
OG0002770	ACEP_00009095-RA	LHUM_13513-RA
OG0002771	ACEP_00009091-RA	LHUM_13509-RA
OG0002772	ACEP_00009096-RA	LHUM_13507-RA
OG0002773	ACEP_00009100-RA	LHUM_13506-RA
OG0002774	ACEP_00009098-RA	LHUM_13508-RA
OG0002775	ACEP_00009099-RA	LHUM_13512-RA
OG0002776	ACEP_00009102-RA	LHUM_13516-RA
OG0002777	ACEP_00009085-RA	LHUM_13495-RA
OG0002778	ACEP_00009075-RA	LHUM_13487-RA
OG0002779	ACEP_00009082-RA	LHUM_13497-RA
OG0002780	ACEP_00009076-RA	LHUM_13493-RA
OG0002781	ACEP_00009073-RA	LHUM_13492-RA
OG0002782	ACEP_00009078-RA	LHUM_13498-RA
OG0002783	ACEP_00009074-RA	LHUM_13494-RA
OG0002784	ACEP_00009066-RA	LHUM_13486-RA
OG0002785	ACEP_00009061-RA	LHUM_13480-RA
OG0002786	ACEP_00009064-RA	LHUM_13478-RA
OG0002787	ACEP_00009070-RA	LHUM_13491-RA
OG0002788	ACEP_00009071-RA	LHUM_13490-RA
OG0002789	ACEP_00009053-RA	LHUM_12859-RA
OG0002790	ACEP_00009056-RA	LHUM_12870-RA
OG0002791	ACEP_00009048-RA	LHUM_21510-RA
OG0002792	ACEP_00009045-RA	LHUM_21509-RA
OG0002793	ACEP_00009046-RA	LHUM_21508-RA
OG0002794	ACEP_00009057-RA	LHUM_24400-RA
OG0002795	ACEP_00009047-RA	LHUM_21511-RA
OG0002796	ACEP_00009054-RA	LHUM_12855-RA
OG0002797	ACEP_00009052-RA	LHUM_12852-RA
OG0002798	ACEP_00009049-RA	LHUM_21497-RA
OG0002799	ACEP_00009060-RA	LHUM_24399-RA
OG0002800	ACEP_00009041-RA	LHUM_21513-RA
OG0002801	ACEP_00009040-RA	LHUM_25949-RA
OG0002802	ACEP_00017352-RA	LHUM_25950-RA
OG0002803	ACEP_00009031-RA	LHUM_21518-RA
OG0002804	ACEP_00009037-RA	LHUM_21517-RA
OG0002805	ACEP_00009039-RA	LHUM_21522-RA
OG0002806	ACEP_00009033-RA	LHUM_21516-RA
OG0002807	ACEP_00009035-RA	LHUM_21519-RA
OG0002808	ACEP_00009034-RA	LHUM_21521-RA
OG0002809	ACEP_00009020-RA	LHUM_21529-RA
OG0002810	ACEP_00009018-RA	LHUM_21525-RA
OG0002811	ACEP_00009019-RA	LHUM_21524-RA
OG0002812	ACEP_00009017-RA	LHUM_21540-RA
OG0002813	ACEP_00009007-RA	LHUM_21549-RA
OG0002814	ACEP_00009005-RA	LHUM_21548-RA
OG0002815	ACEP_00009001-RA	LHUM_24398-RA
OG0002816	ACEP_00009004-RA	LHUM_24395-RA
OG0002817	ACEP_00009014-RA	LHUM_21542-RA
OG0002818	ACEP_00008995-RA	LHUM_21453-RA
OG0002819	ACEP_00008997-RA	LHUM_24510-RA
OG0002820	ACEP_00008998-RA	LHUM_24503-RA
OG0002821	ACEP_00008992-RA	LHUM_21449-RA
OG0002822	ACEP_00008991-RA	LHUM_21454-RA
OG0002823	ACEP_00008987-RA	LHUM_21465-RA
OG0002825	ACEP_00008980-RA	LHUM_24538-RA
OG0002826	ACEP_00008982-RA	LHUM_21496-RA
OG0002827	ACEP_00008981-RA	LHUM_24521-RA
OG0002828	ACEP_00008990-RA	LHUM_21461-RA
OG0002829	ACEP_00008976-RA	LHUM_24537-RA
OG0002830	ACEP_00008973-RA	LHUM_24536-RA
OG0002831	ACEP_00008967-RA	LHUM_13704-RA
OG0002832	ACEP_00008968-RA	LHUM_13703-RA
OG0002833	ACEP_00008964-RA	LHUM_13700-RA
OG0002834	ACEP_00008970-RA	LHUM_13710-RA
OG0002835	ACEP_00008966-RA	LHUM_13702-RA
OG0002836	ACEP_00008965-RA	LHUM_13711-RA
OG0002837	ACEP_00008959-RA	LHUM_11888-RA
OG0002838	ACEP_00008955-RA	LHUM_21543-RA
OG0002839	ACEP_00008954-RA	LHUM_21541-RA
OG0002840	ACEP_00008958-RA	LHUM_11887-RA
OG0002841	ACEP_00008963-RA	LHUM_13701-RA
OG0002842	ACEP_00008962-RA	LHUM_17411-RA
OG0002843	ACEP_00008946-RA	LHUM_13707-RA
OG0002844	ACEP_00008940-RA	LHUM_13709-RA
OG0002845	ACEP_00008947-RA	LHUM_24378-RA
OG0002846	ACEP_00008942-RA	LHUM_13706-RA
OG0002847	ACEP_00008938-RA	LHUM_13699-RA
OG0002848	ACEP_00008950-RA	LHUM_24386-RA
OG0002849	ACEP_00008936-RA	LHUM_13695-RA
OG0002850	ACEP_00008931-RA	LHUM_13689-RA
OG0002851	ACEP_00008929-RA	LHUM_13684-RA
OG0002852	ACEP_00008934-RA	LHUM_13690-RA
OG0002853	ACEP_00008932-RA	LHUM_13691-RA
OG0002854	ACEP_00008930-RA	LHUM_13681-RA
OG0002855	ACEP_00008935-RA	LHUM_13693-RA
OG0002856	ACEP_00008909-RA	LHUM_20704-RA
OG0002857	ACEP_00008916-RA	LHUM_24373-RA
OG0002858	ACEP_00008922-RA	LHUM_24379-RA
OG0002859	ACEP_00008915-RA	LHUM_24365-RA
OG0002860	ACEP_00008920-RA	LHUM_24385-RA
OG0002861	ACEP_00008914-RA	LHUM_24362-RA
OG0002862	ACEP_00008919-RA	LHUM_24377-RA
OG0002863	ACEP_00008913-RA	LHUM_24353-RA
OG0002864	ACEP_00008917-RA	LHUM_24383-RA
OG0002865	ACEP_00008921-RA	LHUM_24382-RA
OG0002866	ACEP_00008911-RA	LHUM_20707-RA
OG0002867	ACEP_00008918-RA	LHUM_24375-RA
OG0002868	ACEP_00008900-RA	LHUM_15762-RA
OG0002869	ACEP_00008902-RA	LHUM_15756-RA
OG0002870	ACEP_00008903-RA	LHUM_15758-RA
OG0002871	ACEP_00008907-RA	LHUM_20706-RA
OG0002872	ACEP_00008898-RA	LHUM_15757-RA
OG0002873	ACEP_00008897-RA	LHUM_15761-RA
OG0002874	ACEP_00008899-RA	LHUM_15759-RA
OG0002875	ACEP_00008894-RA	LHUM_15765-RA
OG0002876	ACEP_00008888-RA	LHUM_15766-RA
OG0002877	ACEP_00008885-RA	LHUM_15769-RA
OG0002878	ACEP_00008884-RA	LHUM_15771-RA
OG0002879	ACEP_00008880-RA	LHUM_15772-RA
OG0002880	ACEP_00008876-RA	LHUM_21494-RA
OG0002881	ACEP_00008877-RA	LHUM_21499-RA
OG0002882	ACEP_00008879-RA	LHUM_15776-RA
OG0002883	ACEP_00008878-RA	LHUM_21500-RA
OG0002884	ACEP_00008883-RA	LHUM_15770-RA
OG0002885	ACEP_00008873-RA	LHUM_21501-RA
OG0002886	ACEP_00008871-RA	LHUM_21495-RA
OG0002887	ACEP_00008874-RA	LHUM_21505-RA
OG0002888	ACEP_00008872-RA	LHUM_21506-RA
OG0002889	ACEP_00008870-RA	LHUM_21491-RA
OG0002890	ACEP_00008867-RA	LHUM_21489-RA
OG0002893	ACEP_00008842-RA	LHUM_21466-RA
OG0002894	ACEP_00008840-RA	LHUM_21468-RA
OG0002895	ACEP_00008836-RA	LHUM_21596-RA
OG0002896	ACEP_00008833-RA	LHUM_21580-RA
OG0002897	ACEP_00008838-RA	LHUM_21593-RA
OG0002898	ACEP_00008837-RA	LHUM_21595-RA
OG0002899	ACEP_00008839-RA	LHUM_21600-RA
OG0002900	ACEP_00008823-RA	LHUM_21585-RA
OG0002901	ACEP_00008828-RA	LHUM_21578-RA
OG0002902	ACEP_00008822-RA	LHUM_21581-RA
OG0002903	ACEP_00008829-RA	LHUM_21579-RA
OG0002904	ACEP_00008830-RA	LHUM_21582-RA
OG0002905	ACEP_00008824-RA	LHUM_21576-RA
OG0002906	ACEP_00008820-RA	LHUM_21577-RA
OG0002907	ACEP_00008819-RA	LHUM_21566-RA
OG0002908	ACEP_00008812-RA	LHUM_21568-RA
OG0002909	ACEP_00008809-RA	LHUM_21573-RA
OG0002910	ACEP_00008805-RA	LHUM_21569-RA
OG0002911	ACEP_00008811-RA	LHUM_21567-RA
OG0002912	ACEP_00008807-RA	LHUM_21570-RA
OG0002913	ACEP_00008803-RA	LHUM_21574-RA
OG0002914	ACEP_00014221-RA	LHUM_16873-RA
OG0002915	ACEP_00014218-RA	LHUM_16882-RA
OG0002916	ACEP_00014220-RA	LHUM_16879-RA
OG0002917	ACEP_00014219-RA	LHUM_16881-RA
OG0002918	ACEP_00014214-RA	LHUM_16888-RB
OG0002919	ACEP_00014206-RA	LHUM_24620-RA
OG0002920	ACEP_00014203-RA	LHUM_24634-RA
OG0002921	ACEP_00014205-RA	LHUM_24631-RA
OG0002922	ACEP_00014207-RA	LHUM_24633-RA
OG0002923	ACEP_00014202-RA	LHUM_24619-RA
OG0002924	ACEP_00014204-RA	LHUM_24636-RA
OG0002925	ACEP_00014209-RA	LHUM_24623-RA
OG0002926	ACEP_00014210-RA	LHUM_24630-RA
OG0002927	ACEP_00014197-RA	LHUM_24625-RA
OG0002928	ACEP_00014195-RA	LHUM_24613-RA
OG0002929	ACEP_00014196-RA	LHUM_24614-RA
OG0002930	ACEP_00014199-RA	LHUM_24621-RA
OG0002931	ACEP_00014186-RA	LHUM_24608-RA
OG0002932	ACEP_00014190-RA	LHUM_24610-RA
OG0002933	ACEP_00014189-RA	LHUM_24611-RA
OG0002934	ACEP_00014187-RA	LHUM_24618-RA
OG0002935	ACEP_00014192-RA	LHUM_24616-RA
OG0002936	ACEP_00014184-RA	LHUM_24607-RA
OG0002937	ACEP_00014182-RA	LHUM_24605-RA
OG0002938	ACEP_00014179-RA	LHUM_24604-RA
OG0002939	ACEP_00014175-RA	LHUM_24595-RA
OG0002940	ACEP_00014180-RA	LHUM_24603-RA
OG0002941	ACEP_00014174-RA	LHUM_24598-RA
OG0002942	ACEP_00014170-RA	LHUM_24594-RA
OG0002943	ACEP_00014172-RA	LHUM_24600-RA
OG0002944	ACEP_00014171-RA	LHUM_24596-RA
OG0002945	ACEP_00014167-RA	LHUM_24590-RA
OG0002946	ACEP_00014166-RA	LHUM_24591-RA
OG0002947	ACEP_00016802-RA	LHUM_14116-RA
OG0002948	ACEP_00016482-RA	LHUM_21245-RA
OG0002949	ACEP_00010403-RA	LHUM_16133-RA
OG0002950	ACEP_00010405-RA	LHUM_16130-RA
OG0002951	ACEP_00010402-RA	LHUM_16132-RA
OG0002952	ACEP_00010401-RA	LHUM_16127-RA
OG0002953	ACEP_00010398-RA	LHUM_16128-RA
OG0002954	ACEP_00010394-RA	LHUM_16113-RA
OG0002956	ACEP_00010387-RA	LHUM_16110-RA
OG0002957	ACEP_00010386-RA	LHUM_16114-RA
OG0002958	ACEP_00010390-RA	LHUM_16121-RA
OG0002959	ACEP_00010385-RA	LHUM_16123-RA
OG0002960	ACEP_00010382-RA	LHUM_16109-RA
OG0002961	ACEP_00010384-RA	LHUM_16112-RA
OG0002962	ACEP_00010376-RA	LHUM_16118-RA
OG0002963	ACEP_00010383-RA	LHUM_16122-RA
OG0002964	ACEP_00010378-RA	LHUM_16115-RA
OG0002965	ACEP_00010365-RA	LHUM_16101-RA
OG0002966	ACEP_00010366-RA	LHUM_16099-RA
OG0002967	ACEP_00010373-RA	LHUM_16107-RA
OG0002968	ACEP_00010367-RA	LHUM_16106-RA
OG0002969	ACEP_00010363-RA	LHUM_16104-RA
OG0002970	ACEP_00010361-RA	LHUM_16100-RA
OG0002971	ACEP_00010362-RA	LHUM_16105-RA
OG0002972	ACEP_03383765-RA	LHUM_um_SCR-B2-RA
OG0002973	ACEP_00010356-RA	LHUM_16095-RA
OG0002974	ACEP_00010353-RA	LHUM_16097-RA
OG0002975	ACEP_00010354-RA	LHUM_16094-RA
OG0002976	ACEP_00010355-RA	LHUM_16096-RA
OG0002977	ACEP_00010359-RA	LHUM_16098-RA
OG0002978	ACEP_00010347-RA	LHUM_22653-RA
OG0002979	ACEP_00010348-RA	LHUM_22664-RA
OG0002980	ACEP_00010344-RA	LHUM_20630-RA
OG0002981	ACEP_00010342-RA	LHUM_20628-RA
OG0002982	ACEP_00010340-RA	LHUM_20627-RA
OG0002983	ACEP_00010338-RA	LHUM_20626-RA
OG0002984	ACEP_00010332-RA	LHUM_20625-RA
OG0002985	ACEP_00010331-RA	LHUM_20624-RA
OG0002986	ACEP_00010339-RA	LHUM_20621-RA
OG0002987	ACEP_00010333-RA	LHUM_20623-RA
OG0002988	ACEP_00010325-RA	LHUM_20610-RA
OG0002989	ACEP_00010321-RA	LHUM_20619-RA
OG0002990	ACEP_00010329-RA	LHUM_20611-RA
OG0002991	ACEP_00010328-RA	LHUM_20616-RA
OG0002992	ACEP_00010324-RA	LHUM_20620-RA
OG0002993	ACEP_00010327-RA	LHUM_20613-RA
OG0002994	ACEP_00010326-RA	LHUM_20615-RA
OG0002995	ACEP_00010330-RA	LHUM_20609-RA
OG0002996	ACEP_00010313-RA	LHUM_20593-RA
OG0002997	ACEP_00010314-RA	LHUM_20601-RA
OG0002998	ACEP_00010317-RA	LHUM_20591-RA
OG0002999	ACEP_00010319-RA	LHUM_20604-RA
OG0003000	ACEP_00010318-RA	LHUM_20600-RA
OG0003001	ACEP_00010308-RA	LHUM_20602-RA
OG0003002	ACEP_00010309-RA	LHUM_24828-RA
OG0003003	ACEP_00010311-RA	LHUM_20599-RA
OG0003004	ACEP_00010304-RA	LHUM_23763-RA
OG0003005	ACEP_00010310-RA	LHUM_20594-RA
OG0003006	ACEP_00010307-RA	LHUM_20603-RA
OG0003007	ACEP_00010312-RA	LHUM_20598-RA
OG0003008	ACEP_00010300-RA	LHUM_23756-RA
OG0003009	ACEP_00010302-RA	LHUM_23759-RA
OG0003010	ACEP_00010298-RA	LHUM_23755-RA
OG0003011	ACEP_00010301-RA	LHUM_23754-RA
OG0003012	ACEP_00010303-RA	LHUM_23757-RA
OG0003013	ACEP_00010292-RA	LHUM_23770-RA
OG0003014	ACEP_00010293-RA	LHUM_um_mindbomb-RA
OG0003015	ACEP_00010281-RA	LHUM_22296-RA
OG0003016	ACEP_00010285-RA	LHUM_22295-RA
OG0003017	ACEP_00010283-RA	LHUM_22287-RA
OG0003018	ACEP_00010284-RA	LHUM_22294-RA
OG0003019	ACEP_00010282-RA	LHUM_22292-RA
OG0003020	ACEP_00010287-RA	LHUM_22293-RA
OG0003021	ACEP_00010286-RA	LHUM_22290-RA
OG0003022	ACEP_00010278-RA	LHUM_22300-RA
OG0003023	ACEP_00010279-RA	LHUM_22298-RA
OG0003024	ACEP_00010280-RA	LHUM_22288-RA
OG0003025	ACEP_00010275-RA	LHUM_22299-RA
OG0003026	ACEP_00010276-RA	LHUM_22301-RA
OG0003027	ACEP_00010270-RA	LHUM_22308-RA
OG0003028	ACEP_00010272-RA	LHUM_22305-RA
OG0003029	ACEP_00010273-RA	LHUM_22304-RA
OG0003030	ACEP_00010269-RA	LHUM_22310-RA
OG0003031	ACEP_00010266-RA	LHUM_22314-RA
OG0003032	ACEP_00010267-RA	LHUM_22311-RA
OG0003033	ACEP_00010268-RA	LHUM_22307-RA
OG0003034	ACEP_00016492-RA	LHUM_12572-RA
OG0003035	ACEP_00016563-RA	LHUM_23482-RA
OG0003036	ACEP_00015446-RA	LHUM_16197-RA
OG0003037	ACEP_00015445-RA	LHUM_16192-RA
OG0003038	ACEP_00015442-RA	LHUM_16225-RA
OG0003039	ACEP_00015437-RA	LHUM_16217-RA
OG0003040	ACEP_00015441-RA	LHUM_16218-RA
OG0003041	ACEP_00015439-RA	LHUM_16230-RA
OG0003042	ACEP_00015443-RA	LHUM_16229-RA
OG0003043	ACEP_00015436-RA	LHUM_16224-RA
OG0003044	ACEP_00015431-RA	LHUM_24275-RA
OG0003045	ACEP_04583101-RA	LHUM_24277-RA
OG0003046	ACEP_00018066-RA	LHUM_26095-RA
OG0003047	ACEP_00015425-RA	LHUM_24280-RA
OG0003048	ACEP_00015430-RA	LHUM_24276-RA
OG0003049	ACEP_00015426-RA	LHUM_24266-RA
OG0003050	ACEP_00015424-RA	LHUM_18920-RA
OG0003051	ACEP_00015433-RA	LHUM_18937-RA
OG0003052	ACEP_00015419-RA	LHUM_21736-RA
OG0003053	ACEP_00015420-RA	LHUM_19342-RA
OG0003054	ACEP_00015417-RA	LHUM_21728-RA
OG0003055	ACEP_00015421-RA	LHUM_10524-RA
OG0003056	ACEP_00015418-RA	LHUM_21732-RA
OG0003057	ACEP_00015423-RA	LHUM_18923-RA
OG0003058	ACEP_00015412-RA	LHUM_21719-RA
OG0003059	ACEP_00015410-RA	LHUM_23731-RA
OG0003060	ACEP_00015414-RA	LHUM_21721-RA
OG0003061	ACEP_00015401-RA	LHUM_10727-RA
OG0003062	ACEP_00015405-RA	LHUM_10728-RA
OG0003063	ACEP_00015403-RA	LHUM_10729-RA
OG0003064	ACEP_00015402-RA	LHUM_10726-RA
OG0003065	ACEP_00015408-RA	LHUM_10638-RA
OG0003066	ACEP_00015398-RA	LHUM_22936-RA
OG0003067	ACEP_00015392-RA	LHUM_12821-RA
OG0003068	ACEP_00015399-RA	LHUM_22929-RA
OG0003069	ACEP_00015394-RA	LHUM_14428-RA
OG0003070	ACEP_00015395-RA	LHUM_18922-RA
OG0003071	ACEP_00015393-RA	LHUM_12813-RA
OG0003072	ACEP_00015400-RA	LHUM_22930-RA
OG0003073	ACEP_00015383-RA	LHUM_22934-RA
OG0003074	ACEP_00015388-RA	LHUM_22937-RA
OG0003075	ACEP_00015386-RA	LHUM_22935-RA
OG0003076	ACEP_00015379-RA	LHUM_18849-RA
OG0003077	ACEP_00015385-RA	LHUM_22931-RA
OG0003078	ACEP_00015380-RA	LHUM_18846-RA
OG0003079	ACEP_00015382-RA	LHUM_22932-RA
OG0003080	ACEP_00015384-RA	LHUM_22938-RA
OG0003081	ACEP_00015391-RA	LHUM_12814-RA
OG0003082	ACEP_00015389-RA	LHUM_22939-RA
OG0003083	ACEP_00015390-RA	LHUM_22933-RA
OG0003084	ACEP_00015375-RA	LHUM_18854-RA
