Orthogroup	acep_annotation	lhum_annotation
OG0008739	ACEP_00008302-RA	LHUM_10871-RA
OG0008740	ACEP_00008293-RA	LHUM_10720-RA
OG0008741	ACEP_00008292-RA	LHUM_10717-RA
OG0008742	ACEP_00008290-RA	LHUM_24574-RA
OG0008743	ACEP_00008295-RA	LHUM_24581-RA
OG0008744	ACEP_00008288-RA	LHUM_24568-RA
OG0008745	ACEP_00008289-RA	LHUM_24097-RA
OG0008746	ACEP_00008286-RA	LHUM_24065-RA
OG0008747	ACEP_00008287-RA	LHUM_24575-RA
OG0008748	ACEP_00008284-RA	LHUM_24066-RA
OG0008749	ACEP_00008279-RA	LHUM_24067-RA
OG0008750	ACEP_00008277-RA	LHUM_24068-RA
OG0008751	ACEP_00008275-RA	LHUM_19335-RA
OG0008752	ACEP_00008276-RA	LHUM_24061-RA
OG0008753	ACEP_00017679-RA	LHUM_19339-RA
OG0008755	ACEP_00008271-RA	LHUM_12761-RA
OG0008756	ACEP_00008272-RA	LHUM_12762-RA
OG0008757	ACEP_00008274-RA	LHUM_12760-RA
OG0008758	ACEP_00016443-RA	LHUM_25768-RA
OG0008759	ACEP_00015820-RA	LHUM_23771-RA
OG0008760	ACEP_00015815-RA	LHUM_23781-RA
OG0008761	ACEP_00015818-RA	LHUM_23772-RA
OG0008762	ACEP_00015808-RA	LHUM_19986-RA
OG0008763	ACEP_00015806-RA	LHUM_19988-RA
OG0008764	ACEP_00015804-RA	LHUM_19992-RA
OG0008765	ACEP_00015802-RA	LHUM_19991-RA
OG0008766	ACEP_00015807-RA	LHUM_19987-RA
OG0008767	ACEP_00015810-RA	LHUM_19985-RA
OG0008768	ACEP_00015803-RA	LHUM_19989-RA
OG0008769	ACEP_00015813-RA	LHUM_23782-RA
OG0008770	ACEP_00015814-RA	LHUM_23774-RA
OG0008771	ACEP_00015812-RA	LHUM_19984-RA
OG0008772	ACEP_00015801-RA	LHUM_18967-RA
OG0008773	ACEP_00015799-RA	LHUM_18970-RA
OG0008774	ACEP_00015795-RA	LHUM_18973-RA
OG0008775	ACEP_00015796-RA	LHUM_18966-RA
OG0008776	ACEP_00015798-RA	LHUM_18964-RA
OG0008777	ACEP_00015794-RA	LHUM_18963-RA
OG0008778	ACEP_00015792-RA	LHUM_24542-RA
OG0008779	ACEP_00015791-RA	LHUM_24541-RA
OG0008780	ACEP_00015786-RA	LHUM_11500-RA
OG0008781	ACEP_00015788-RA	LHUM_24544-RA
OG0008782	ACEP_00015774-RA	LHUM_11503-RA
OG0008783	ACEP_00015776-RA	LHUM_11504-RA
OG0008784	ACEP_00015785-RA	LHUM_11494-RA
OG0008785	ACEP_00015777-RA	LHUM_11493-RA
OG0008786	ACEP_00015789-RA	LHUM_24540-RA
OG0008787	ACEP_00015780-RA	LHUM_20408-RA
OG0008788	ACEP_00015779-RA	LHUM_11495-RA
OG0008789	ACEP_00015782-RA	LHUM_11502-RA
OG0008790	ACEP_00015784-RA	LHUM_11499-RA
OG0008791	ACEP_00015775-RA	LHUM_11501-RA
OG0008792	ACEP_00015790-RA	LHUM_24543-RA
OG0008793	ACEP_00015771-RA	LHUM_20960-RA
OG0008794	ACEP_00015772-RA	LHUM_20949-RA
OG0008795	ACEP_00015770-RA	LHUM_20948-RA
OG0008796	ACEP_00015773-RA	LHUM_20958-RA
OG0008797	ACEP_00016906-RA	LHUM_18142-RA
OG0008798	ACEP_00016488-RA	LHUM_22911-RA
OG0008799	ACEP_00016826-RA	LHUM_25067-RA
OG0008800	ACEP_00010260-RA	LHUM_20921-RA
OG0008801	ACEP_00010255-RA	LHUM_24029-RA
OG0008802	ACEP_00010256-RA	LHUM_24026-RA
OG0008803	ACEP_00010258-RA	LHUM_24025-RA
OG0008804	ACEP_00010252-RA	LHUM_24027-RA
OG0008805	ACEP_00010250-RA	LHUM_24031-RA
OG0008806	ACEP_00010249-RA	LHUM_24033-RA
OG0008807	ACEP_00010251-RA	LHUM_24030-RA
OG0008808	ACEP_00010246-RA	LHUM_24035-RA
OG0008809	ACEP_00010248-RA	LHUM_24037-RA
OG0008810	ACEP_00010247-RA	LHUM_24034-RA
OG0008811	ACEP_00010243-RA	LHUM_24038-RA
OG0008812	ACEP_00010241-RA	LHUM_24040-RA
OG0008813	ACEP_00017754-RA	LHUM_26074-RA
OG0008815	ACEP_00010239-RA	LHUM_24042-RA
OG0008816	ACEP_00010240-RA	LHUM_26073-RA
OG0008817	ACEP_00010230-RA	LHUM_24054-RA
OG0008818	ACEP_00010231-RA	LHUM_24050-RA
OG0008819	ACEP_00010232-RA	LHUM_24043-RA
OG0008820	ACEP_00010228-RA	LHUM_24048-RA
OG0008821	ACEP_00010226-RA	LHUM_24047-RA
OG0008822	ACEP_00010229-RA	LHUM_24052-RA
OG0008823	ACEP_00010225-RA	LHUM_24057-RA
OG0008824	ACEP_00010227-RA	LHUM_24051-RA
OG0008825	ACEP_00010212-RA	LHUM_15838-RA
OG0008826	ACEP_00010213-RA	LHUM_15831-RA
OG0008827	ACEP_00010215-RA	LHUM_15833-RA
OG0008828	ACEP_00010223-RA	LHUM_24056-RA
OG0008829	ACEP_00010219-RA	LHUM_12650-RA
OG0008830	ACEP_00010206-RA	LHUM_15836-RA
OG0008831	ACEP_00010217-RA	LHUM_12651-RA
OG0008832	ACEP_00010207-RA	LHUM_15827-RA
OG0008833	ACEP_00010218-RA	LHUM_12640-RA
OG0008834	ACEP_00010222-RA	LHUM_24059-RA
OG0008835	ACEP_00010210-RA	LHUM_15830-RA
OG0008836	ACEP_00010220-RA	LHUM_12643-RA
OG0008837	ACEP_00010203-RA	LHUM_14859-RA
OG0008838	ACEP_00010205-RA	LHUM_14861-RA
OG0008839	ACEP_00010204-RA	LHUM_14858-RA
OG0008840	ACEP_00010189-RA	LHUM_14856-RA
OG0008841	ACEP_00010184-RA	LHUM_14855-RA
OG0008842	ACEP_00010178-RA	LHUM_14846-RA
OG0008843	ACEP_00010181-RA	LHUM_14852-RA
OG0008844	ACEP_00010182-RA	LHUM_14853-RA
OG0008845	ACEP_00010175-RA	LHUM_14847-RA
OG0008846	ACEP_00010172-RA	LHUM_14849-RA
OG0008847	ACEP_00010174-RA	LHUM_14850-RA
OG0008848	ACEP_00010171-RA	LHUM_14843-RA
OG0008849	ACEP_00010173-RA	LHUM_14845-RA
OG0008850	ACEP_00010169-RA	LHUM_14838-RA
OG0008851	ACEP_00010159-RA	LHUM_14830-RA
OG0008852	ACEP_00010160-RA	LHUM_14836-RA
OG0008853	ACEP_00010166-RA	LHUM_14839-RA
OG0008854	ACEP_00010165-RA	LHUM_14841-RA
OG0008855	ACEP_00010161-RA	LHUM_14831-RA
OG0008856	ACEP_00010164-RA	LHUM_14834-RA
OG0008857	ACEP_00010167-RA	LHUM_14842-RA
OG0008858	ACEP_00010155-RA	LHUM_14832-RA
OG0008859	ACEP_00010156-RA	LHUM_14837-RA
OG0008860	ACEP_00010138-RA	LHUM_12346-RA
OG0008861	ACEP_00010142-RA	LHUM_16596-RA
OG0008862	ACEP_00010146-RA	LHUM_16587-RA
OG0008863	ACEP_00010147-RA	LHUM_16597-RA
OG0008864	ACEP_00010144-RA	LHUM_16594-RA
OG0008865	ACEP_00010140-RA	LHUM_16595-RA
OG0008866	ACEP_00010141-RA	LHUM_16588-RA
OG0008867	ACEP_00010145-RA	LHUM_16598-RA
OG0008868	ACEP_00010139-RA	LHUM_12348-RA
OG0008869	ACEP_00010137-RA	LHUM_12335-RA
OG0008870	ACEP_00010148-RA	LHUM_16593-RA
OG0008871	ACEP_00010135-RA	LHUM_12333-RA
OG0008872	ACEP_00010134-RA	LHUM_12332-RA
OG0008873	ACEP_00010129-RA	LHUM_12329-RA
OG0008874	ACEP_00010130-RA	LHUM_12327-RA
OG0008875	ACEP_00010127-RA	LHUM_12328-RA
OG0008876	ACEP_00010121-RA	LHUM_12322-RA
OG0008877	ACEP_00010126-RA	LHUM_12324-RA
OG0008878	ACEP_00010119-RA	LHUM_12319-RA
OG0008879	ACEP_00010125-RA	LHUM_12331-RA
OG0008880	ACEP_00010117-RA	LHUM_12320-RA
OG0008881	ACEP_00010111-RA	LHUM_12314-RA
OG0008882	ACEP_00010099-RA	LHUM_16808-RA
OG0008883	ACEP_00010097-RA	LHUM_16973-RA
OG0008884	ACEP_00010103-RA	LHUM_16970-RA
OG0008885	ACEP_00010093-RA	LHUM_10967-RA
OG0008886	ACEP_00010102-RA	LHUM_16961-RA
OG0008887	ACEP_00010098-RA	LHUM_16801-RA
OG0008888	ACEP_00010105-RA	LHUM_16952-RA
OG0008889	ACEP_00010095-RA	LHUM_16957-RA
OG0008890	ACEP_00010096-RA	LHUM_16965-RA
OG0008891	ACEP_00010104-RA	LHUM_16960-RA
OG0008892	ACEP_00010101-RA	LHUM_16959-RA
OG0008893	ACEP_00010088-RA	LHUM_10961-RA
OG0008894	ACEP_04566036-RA	LHUM_um_Cht6-RA
OG0008895	ACEP_00010086-RA	LHUM_10965-RA
OG0008896	ACEP_00010081-RA	LHUM_24824-RA
OG0008897	ACEP_00010085-RA	LHUM_24827-RA
OG0008898	ACEP_00010074-RA	LHUM_24825-RA
OG0008899	ACEP_00010069-RA	LHUM_19699-RA
OG0008900	ACEP_00010071-RA	LHUM_24819-RA
OG0008901	ACEP_00010067-RA	LHUM_19696-RA
OG0008902	ACEP_00010065-RA	LHUM_24851-RA
OG0008903	ACEP_00010064-RA	LHUM_24850-RA
OG0008904	ACEP_00010066-RA	LHUM_24848-RA
OG0008905	ACEP_00005634-RA	LHUM_17274-RA
OG0008906	ACEP_00005629-RA	LHUM_17279-RA
OG0008907	ACEP_00005621-RA	LHUM_20680-RA
OG0008908	ACEP_00005616-RA	LHUM_20677-RA
OG0008909	ACEP_00005608-RA	LHUM_20670-RA
OG0008910	ACEP_00005611-RA	LHUM_20676-RA
OG0008911	ACEP_00005612-RA	LHUM_20671-RA
OG0008912	ACEP_00005613-RA	LHUM_20678-RA
OG0008913	ACEP_00005614-RA	LHUM_20679-RA
OG0008914	ACEP_00005606-RA	LHUM_20673-RA
OG0008915	ACEP_00005597-RA	LHUM_20667-RA
OG0008916	ACEP_00005596-RA	LHUM_11447-RA
OG0008917	ACEP_00005580-RA	LHUM_14182-RA
OG0008918	ACEP_00005578-RA	LHUM_14174-RA
OG0008919	ACEP_00005572-RA	LHUM_13748-RA
OG0008920	ACEP_00005570-RA	LHUM_13747-RA
OG0008921	ACEP_00005569-RA	LHUM_13750-RA
OG0008922	ACEP_00005573-RA	LHUM_13752-RA
OG0008923	ACEP_00005571-RA	LHUM_13753-RA
OG0008924	ACEP_00017427-RA	LHUM_13754-RA
OG0008925	ACEP_00005574-RA	LHUM_14173-RA
OG0008926	ACEP_00005560-RA	LHUM_13764-RA
OG0008927	ACEP_00005558-RA	LHUM_13762-RA
OG0008928	ACEP_00005556-RA	LHUM_13761-RA
OG0008929	ACEP_00005553-RA	LHUM_13766-RA
OG0008930	ACEP_00005555-RA	LHUM_13767-RA
OG0008931	ACEP_00005541-RA	LHUM_13770-RA
OG0008932	ACEP_00005544-RA	LHUM_13769-RA
OG0008933	ACEP_00005543-RA	LHUM_13775-RA
OG0008934	ACEP_00005540-RA	LHUM_13773-RA
OG0008935	ACEP_00005547-RA	LHUM_13771-RA
OG0008936	ACEP_00005548-RA	LHUM_13768-RA
OG0008937	ACEP_00005536-RA	LHUM_13779-RA
OG0008938	ACEP_00005533-RA	LHUM_13781-RA
OG0008939	ACEP_00005539-RA	LHUM_13772-RA
OG0008940	ACEP_00005538-RA	LHUM_13776-RA
OG0008941	ACEP_00005530-RA	LHUM_13783-RA
OG0008942	ACEP_00005529-RA	LHUM_13784-RA
OG0008943	ACEP_00005531-RA	LHUM_13785-RA
OG0008944	ACEP_00005528-RA	LHUM_13786-RA
OG0008945	ACEP_00005521-RA	LHUM_13795-RA
OG0008946	ACEP_00005522-RA	LHUM_13791-RA
OG0008947	ACEP_00005519-RA	LHUM_13797-RA
OG0008948	ACEP_00005516-RA	LHUM_13790-RA
OG0008949	ACEP_00005517-RA	LHUM_13796-RA
OG0008950	ACEP_00005518-RA	LHUM_13794-RA
OG0008951	ACEP_00005511-RA	LHUM_13802-RA
OG0008952	ACEP_00005513-RA	LHUM_13800-RA
OG0008953	ACEP_00005508-RA	LHUM_13803-RA
OG0008954	ACEP_00005505-RA	LHUM_13804-RA
OG0008955	ACEP_00005504-RA	LHUM_13801-RA
OG0008956	ACEP_00017445-RA	LHUM_25470-RA
OG0008957	ACEP_00005491-RA	LHUM_25471-RA
OG0008958	ACEP_00005489-RA	LHUM_19953-RA
OG0008959	ACEP_00005493-RA	LHUM_13810-RA
OG0008960	ACEP_00005481-RA	LHUM_19168-RA
OG0008961	ACEP_00005483-RA	LHUM_19171-RA
OG0008962	ACEP_00005484-RA	LHUM_19166-RA
OG0008963	ACEP_00005470-RA	LHUM_19270-RA
OG0008964	ACEP_00005469-RA	LHUM_19278-RA
OG0008965	ACEP_00005466-RA	LHUM_19268-RA
OG0008966	ACEP_00005472-RA	LHUM_19175-RA
OG0008967	ACEP_00005451-RA	LHUM_19235-RA
OG0008968	ACEP_00005456-RA	LHUM_11471-RA
OG0008969	ACEP_00005453-RA	LHUM_11472-RA
OG0008970	ACEP_00005458-RA	LHUM_11476-RA
OG0008971	ACEP_00005448-RA	LHUM_um_HIP1_like-RA
OG0008972	ACEP_00005454-RA	LHUM_11479-RA
OG0008973	ACEP_00005450-RA	LHUM_19228-RA
OG0008974	ACEP_00005455-RA	LHUM_11481-RA
OG0008975	ACEP_00005457-RA	LHUM_11482-RA
OG0008976	ACEP_00005462-RA	LHUM_11484-RA
OG0008977	ACEP_00005441-RA	LHUM_13823-RA
OG0008978	ACEP_00005433-RA	LHUM_13837-RA
OG0008979	ACEP_00005445-RA	LHUM_13828-RA
OG0008980	ACEP_00017449-RA	LHUM_13835-RA
OG0008981	ACEP_00005437-RA	LHUM_13840-RA
OG0008982	ACEP_00005436-RA	LHUM_13846-RA
OG0008983	ACEP_00005444-RA	LHUM_13831-RA
OG0008984	ACEP_00005435-RA	LHUM_13836-RA
OG0008985	ACEP_00005434-RA	LHUM_13838-RA
OG0008986	ACEP_00005439-RA	LHUM_13841-RA
OG0008987	ACEP_00005438-RA	LHUM_13850-RA
OG0008988	ACEP_00005440-RA	LHUM_13833-RA
OG0008989	ACEP_00005446-RA	LHUM_19224-RA
OG0008990	ACEP_00005429-RA	LHUM_13839-RA
OG0008991	ACEP_00005430-RA	LHUM_13849-RA
OG0008992	ACEP_00005428-RA	LHUM_13845-RA
OG0008993	ACEP_00005432-RA	LHUM_13848-RA
OG0008994	ACEP_00005423-RA	LHUM_19147-RA
OG0008995	ACEP_00005424-RA	LHUM_19144-RA
OG0008996	ACEP_00005422-RA	LHUM_19142-RA
OG0008997	ACEP_00005420-RA	LHUM_12937-RA
OG0008998	ACEP_00005412-RA	LHUM_13857-RA
OG0008999	ACEP_00005418-RA	LHUM_12939-RA
OG0009000	ACEP_00005411-RA	LHUM_13864-RA
OG0009001	ACEP_00005413-RA	LHUM_13853-RA
OG0009002	ACEP_00005414-RA	LHUM_13866-RA
OG0009003	ACEP_00005415-RA	LHUM_12938-RA
OG0009004	ACEP_00005421-RA	LHUM_19143-RA
OG0009005	ACEP_00005399-RA	LHUM_19008-RA
OG0009006	ACEP_00005408-RA	LHUM_13862-RA
OG0009007	ACEP_00005398-RA	LHUM_10139-RA
OG0009008	ACEP_00005407-RA	LHUM_13854-RA
OG0009009	ACEP_00005404-RA	LHUM_13847-RA
OG0009010	ACEP_00005409-RA	LHUM_13865-RA
OG0009011	ACEP_00005400-RA	LHUM_19005-RA
OG0009012	ACEP_00005396-RA	LHUM_10142-RA
OG0009013	ACEP_00005392-RA	LHUM_11435-RA
OG0009014	ACEP_00005395-RA	LHUM_11432-RA
OG0009015	ACEP_00005389-RA	LHUM_19259-RA
OG0009016	ACEP_00005387-RA	LHUM_19260-RA
OG0009017	ACEP_00005391-RA	LHUM_11438-RA
OG0009018	ACEP_00005394-RA	LHUM_11439-RA
OG0009019	ACEP_00005388-RA	LHUM_19255-RA
OG0009020	ACEP_00005397-RA	LHUM_10140-RA
OG0009021	ACEP_00005383-RA	LHUM_19261-RA
OG0009022	ACEP_00005386-RA	LHUM_19256-RA
OG0009023	ACEP_00005374-RA	LHUM_19251-RA
OG0009024	ACEP_00005373-RA	LHUM_19246-RA
OG0009025	ACEP_00005376-RA	LHUM_19244-RA
OG0009026	ACEP_00005375-RA	LHUM_19243-RA
OG0009027	ACEP_00005370-RA	LHUM_11841-RA
OG0009028	ACEP_00005380-RA	LHUM_19248-RA
OG0009029	ACEP_00005360-RA	LHUM_10611-RA
OG0009030	ACEP_00005363-RA	LHUM_11469-RA
OG0009031	ACEP_00005361-RA	LHUM_10614-RA
OG0009032	ACEP_00005362-RA	LHUM_10616-RA
OG0009033	ACEP_00005364-RA	LHUM_19191-RA
OG0009034	ACEP_00005366-RA	LHUM_19198-RA
OG0009035	ACEP_00005368-RA	LHUM_19945-RA
OG0009036	ACEP_00005349-RA	LHUM_um_pasha-RA
OG0009037	ACEP_00005357-RA	LHUM_19958-RA
OG0009038	ACEP_00005353-RA	LHUM_11440-RA
OG0009039	ACEP_00005350-RA	LHUM_11443-RA
OG0009040	ACEP_00005352-RA	LHUM_11434-RA
OG0009041	ACEP_00005355-RA	LHUM_11433-RA
OG0009042	ACEP_00005358-RA	LHUM_11461-RA
OG0009043	ACEP_00005359-RA	LHUM_10610-RA
OG0009044	ACEP_00005346-RA	LHUM_11444-RA
OG0009045	ACEP_00005336-RA	LHUM_11441-RA
OG0009046	ACEP_00005337-RA	LHUM_11445-RA
OG0009047	ACEP_00005338-RA	LHUM_11442-RA
OG0009048	ACEP_00005345-RA	LHUM_um_CG16979-RA
OG0009049	ACEP_00005318-RA	LHUM_14415-RA
OG0009050	ACEP_00005320-RA	LHUM_11456-RA
OG0009051	ACEP_00005319-RA	LHUM_14416-RA
OG0009052	ACEP_00005317-RA	LHUM_19004-RA
OG0009053	ACEP_00005321-RA	LHUM_11451-RA
OG0009054	ACEP_00005314-RA	LHUM_19021-RA
OG0009055	ACEP_00005316-RA	LHUM_19009-RA
OG0009056	ACEP_00005323-RA	LHUM_11457-RA
OG0009057	ACEP_00013436-RA	LHUM_21727-RA
OG0009058	ACEP_00013433-RA	LHUM_21729-RA
OG0009059	ACEP_00013434-RA	LHUM_21737-RA
OG0009060	ACEP_00013437-RA	LHUM_21738-RA
OG0009061	ACEP_00013427-RA	LHUM_21726-RA
OG0009062	ACEP_00013421-RA	LHUM_18788-RA
OG0009063	ACEP_00013426-RA	LHUM_18776-RA
OG0009064	ACEP_00013418-RA	LHUM_18772-RA
OG0009065	ACEP_00013424-RA	LHUM_21733-RA
OG0009066	ACEP_00013417-RA	LHUM_18774-RA
OG0009067	ACEP_00013416-RA	LHUM_18793-RA
OG0009068	ACEP_00013408-RA	LHUM_18782-RA
OG0009069	ACEP_00013410-RA	LHUM_18789-RA
OG0009070	ACEP_00013409-RA	LHUM_18780-RA
OG0009071	ACEP_00018104-RA	LHUM_18795-RA
OG0009072	ACEP_00018105-RA	LHUM_25746-RA
OG0009073	ACEP_00013400-RA	LHUM_18781-RA
OG0009074	ACEP_00013367-RA	LHUM_12458-RA
OG0009075	ACEP_00013366-RA	LHUM_12453-RA
OG0009076	ACEP_00013365-RA	LHUM_12006-RA
OG0009077	ACEP_00013364-RA	LHUM_12013-RA
OG0009078	ACEP_00013354-RA	LHUM_11661-RA
OG0009079	ACEP_00013353-RA	LHUM_11657-RA
OG0009080	ACEP_00013361-RA	LHUM_25228-RA
OG0009081	ACEP_00016507-RA	LHUM_14218-RA
OG0009082	ACEP_00016393-RA	LHUM_21571-RA
OG0009083	ACEP_00016704-RA	LHUM_16675-RA
OG0009084	ACEP_00016615-RA	LHUM_24756-RA
OG0009085	ACEP_00015334-RA	LHUM_15790-RA
OG0009086	ACEP_00015331-RA	LHUM_15791-RA
OG0009087	ACEP_00015330-RA	LHUM_16281-RA
OG0009088	ACEP_00015327-RA	LHUM_16282-RA
OG0009089	ACEP_00015325-RA	LHUM_16279-RA
OG0009090	ACEP_00015323-RA	LHUM_16277-RA
OG0009091	ACEP_00015322-RA	LHUM_16287-RA
OG0009092	ACEP_00015320-RA	LHUM_16284-RA
OG0009093	ACEP_00015319-RA	LHUM_16283-RA
OG0009094	ACEP_00015314-RA	LHUM_16289-RA
OG0009095	ACEP_00015316-RA	LHUM_16286-RA
OG0009096	ACEP_00015311-RA	LHUM_16293-RA
OG0009097	ACEP_00015308-RA	LHUM_12447-RA
OG0009098	ACEP_00015306-RA	LHUM_12444-RA
OG0009099	ACEP_00015304-RA	LHUM_12445-RA
OG0009100	ACEP_00015307-RA	LHUM_12451-RA
OG0009101	ACEP_00015310-RA	LHUM_12437-RA
OG0009102	ACEP_00015296-RA	LHUM_16032-RA
OG0009103	ACEP_00015301-RA	LHUM_19373-RA
OG0009104	ACEP_00015298-RA	LHUM_16979-RA
OG0009105	ACEP_00015300-RA	LHUM_19382-RA
OG0009106	ACEP_00015297-RA	LHUM_16035-RA
OG0009107	ACEP_00015295-RA	LHUM_16031-RA
OG0009108	ACEP_00015293-RA	LHUM_16025-RA
OG0009109	ACEP_00016096-RA	LHUM_um_foxo-RA
OG0009110	ACEP_00016093-RA	LHUM_24516-RA
OG0009111	ACEP_00016092-RA	LHUM_24511-RA
OG0009112	ACEP_00016094-RA	LHUM_24517-RA
OG0009113	ACEP_00016084-RA	LHUM_24504-RA
OG0009114	ACEP_00016083-RA	LHUM_24508-RA
OG0009115	ACEP_00014381-RA	LHUM_23645-RA
OG0009116	ACEP_00014374-RA	LHUM_15363-RA
OG0009117	ACEP_00014375-RA	LHUM_23649-RA
OG0009118	ACEP_00014368-RA	LHUM_15356-RA
OG0009119	ACEP_00014369-RA	LHUM_15361-RA
OG0009120	ACEP_00014367-RA	LHUM_15358-RA
OG0009121	ACEP_00014365-RA	LHUM_15357-RA
OG0009122	ACEP_00014363-RA	LHUM_15355-RA
OG0009123	ACEP_00014359-RA	LHUM_15346-RA
OG0009124	ACEP_00014357-RA	LHUM_15348-RA
OG0009125	ACEP_00014349-RA	LHUM_15347-RA
OG0009126	ACEP_00014350-RA	LHUM_15351-RA
OG0009127	ACEP_00014345-RA	LHUM_15340-RA
OG0009128	ACEP_00014344-RA	LHUM_15337-RA
OG0009129	ACEP_00016298-RA	LHUM_21901-RA
OG0009130	ACEP_00016297-RA	LHUM_21905-RA
OG0009131	ACEP_00011412-RA	LHUM_17426-RA
OG0009132	ACEP_00011411-RA	LHUM_17427-RA
OG0009133	ACEP_00011400-RA	LHUM_17442-RA
OG0009134	ACEP_00011401-RA	LHUM_17432-RA
OG0009135	ACEP_00011404-RA	LHUM_17434-RA
OG0009136	ACEP_00011402-RA	LHUM_17431-RA
OG0009137	ACEP_00011395-RA	LHUM_17441-RA
OG0009138	ACEP_00011394-RA	LHUM_17435-RA
OG0009139	ACEP_00011388-RA	LHUM_18620-RA
OG0009140	ACEP_00011397-RA	LHUM_17436-RA
OG0009141	ACEP_00011391-RA	LHUM_17438-RA
OG0009142	ACEP_00011382-RA	LHUM_16992-RA
OG0009143	ACEP_00011393-RA	LHUM_17439-RA
OG0009144	ACEP_00011390-RA	LHUM_17443-RA
OG0009145	ACEP_00011389-RA	LHUM_18611-RA
OG0009146	ACEP_00011396-RA	LHUM_17440-RA
OG0009147	ACEP_00011386-RA	LHUM_18674-RA
OG0009148	ACEP_00011387-RA	LHUM_18668-RA
OG0009149	ACEP_00011392-RA	LHUM_17437-RA
OG0009150	ACEP_00011376-RA	LHUM_18670-RA
OG0009151	ACEP_00011369-RA	LHUM_13686-RA
OG0009152	ACEP_00011370-RA	LHUM_13683-RA
OG0009153	ACEP_00011366-RA	LHUM_13682-RA
OG0009154	ACEP_00011371-RA	LHUM_13688-RA
OG0009155	ACEP_00011372-RA	LHUM_10601-RA
OG0009156	ACEP_00011361-RA	LHUM_13676-RA
OG0009157	ACEP_00011364-RA	LHUM_13685-RA
OG0009158	ACEP_00011358-RA	LHUM_13680-RA
OG0009159	ACEP_00011356-RA	LHUM_13679-RA
OG0009160	ACEP_00011345-RA	LHUM_13664-RA
OG0009161	ACEP_00011341-RA	LHUM_13652-RA
OG0009162	ACEP_00011339-RA	LHUM_13651-RA
OG0009163	ACEP_00011340-RA	LHUM_13660-RA
OG0009164	ACEP_00011344-RA	LHUM_13666-RA
OG0009165	ACEP_00011342-RA	LHUM_13654-RA
OG0009166	ACEP_00011332-RA	LHUM_13661-RA
OG0009167	ACEP_00011328-RA	LHUM_13662-RA
OG0009168	ACEP_00011329-RA	LHUM_13650-RA
OG0009169	ACEP_00011333-RA	LHUM_13649-RA
OG0009170	ACEP_00011330-RA	LHUM_13657-RA
OG0009171	ACEP_00011327-RA	LHUM_13653-RA
OG0009172	ACEP_00011337-RA	LHUM_13663-RA
OG0009173	ACEP_00011338-RA	LHUM_13655-RA
OG0009174	ACEP_00011336-RA	LHUM_13659-RA
OG0009175	ACEP_00011320-RA	LHUM_13648-RA
OG0009176	ACEP_00011321-RA	LHUM_13645-RA
OG0009177	ACEP_00011322-RA	LHUM_13643-RA
OG0009178	ACEP_00011323-RA	LHUM_13644-RA
OG0009179	ACEP_00011315-RA	LHUM_13639-RA
OG0009180	ACEP_00011318-RA	LHUM_13638-RA
OG0009181	ACEP_00011314-RA	LHUM_13641-RA
OG0009182	ACEP_00011316-RA	LHUM_13640-RA
OG0009183	ACEP_00011313-RA	LHUM_13636-RA
OG0009184	ACEP_00011319-RA	LHUM_13646-RA
OG0009185	ACEP_00011311-RA	LHUM_13632-RA
OG0009186	ACEP_00011307-RA	LHUM_13635-RA
OG0009187	ACEP_00011300-RA	LHUM_13626-RA
OG0009188	ACEP_00011302-RA	LHUM_13630-RA
OG0009189	ACEP_00011303-RA	LHUM_13629-RA
OG0009190	ACEP_00011309-RA	LHUM_13634-RA
OG0009191	ACEP_00011295-RA	LHUM_13624-RA
OG0009192	ACEP_00011297-RA	LHUM_13631-RA
OG0009193	ACEP_00011288-RA	LHUM_13619-RA
OG0009194	ACEP_00011290-RA	LHUM_13623-RA
OG0009195	ACEP_00011287-RA	LHUM_13617-RA
OG0009196	ACEP_00011291-RA	LHUM_13622-RA
OG0009197	ACEP_00011289-RA	LHUM_13616-RA
OG0009198	ACEP_00011294-RA	LHUM_13620-RA
OG0009199	ACEP_00011286-RA	LHUM_13618-RA
OG0009200	ACEP_00011284-RA	LHUM_13612-RA
OG0009201	ACEP_00011280-RA	LHUM_13606-RA
OG0009202	ACEP_00011276-RA	LHUM_13611-RA
OG0009203	ACEP_00011278-RA	LHUM_13608-RA
OG0009204	ACEP_00011274-RA	LHUM_13603-RA
OG0009205	ACEP_00011270-RA	LHUM_13600-RA
OG0009206	ACEP_00011273-RA	LHUM_13599-RA
OG0009207	ACEP_00011271-RA	LHUM_13598-RA
OG0009208	ACEP_00011268-RA	LHUM_13597-RA
OG0009209	ACEP_00011266-RA	LHUM_13594-RA
OG0009210	ACEP_00011267-RA	LHUM_13595-RA
OG0009211	ACEP_00011261-RA	LHUM_13583-RA
OG0009212	ACEP_00011262-RA	LHUM_13588-RA
OG0009213	ACEP_00011263-RA	LHUM_13587-RA
OG0009214	ACEP_00011264-RA	LHUM_13586-RA
OG0009215	ACEP_00011260-RA	LHUM_13584-RA
OG0009216	ACEP_00011254-RA	LHUM_13576-RA
OG0009217	ACEP_00011255-RA	LHUM_13577-RA
OG0009218	ACEP_00011251-RA	LHUM_13572-RA
OG0009219	ACEP_00011252-RA	LHUM_13573-RA
OG0009220	ACEP_00011246-RA	LHUM_12272-RA
OG0009221	ACEP_00017828-RA	LHUM_13569-RA
